precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"OSIAC SĂNDICĂ-PARTIDUL SOCIAL DEMOCRAT-voturi","RUSOIU PETRICĂ-PARTIDUL NAȚIONAL LIBERAL-voturi"
17,DOLJ,"ŞCOALA RĂCHITA DE SUS",485,"SEACA DE PĂDURE",74135,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:51:05",148,120,0,18,10,113,85,0,18,10,111,2,140,27,103,8
17,DOLJ,"ŞCOALA SEACA DE PĂDURE",484,"SEACA DE PĂDURE",74135,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:30:48",329,273,0,47,9,275,219,0,47,9,274,1,341,66,250,24
17,DOLJ,"ŞCOALA VELENI",486,"SEACA DE PĂDURE",74135,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:12:27",294,244,0,37,13,231,181,0,37,13,224,7,260,22,167,57
