precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PETROI ILIE-PARTIDUL SOCIAL DEMOCRAT-voturi","COSTESCU ILIE-ALEXANDRU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DIMULESCU MARIUS-GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi","SÎRBU DANIEL-UNIUNEA SALVAȚI ROMÂNIA-voturi","POPA NICOLAE-SILVIU-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
20,GORJ,"ŞCOALA GIMNAZIALĂ ANINOASA",128,ANINOASA,78604,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:23:43",1191,1107,1,65,18,804,721,0,65,18,781,23,1200,396,169,1,577,4,30
20,GORJ,"ŞCOALA GIMNAZIALĂ GROȘEREA",130,ANINOASA,78604,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:33:53",518,477,0,33,8,382,341,0,33,8,369,13,500,118,138,1,217,4,9
20,GORJ,"ŞCOALA PRIMARĂ COSTEȘTI",129,ANINOASA,78604,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:57:37",815,774,0,30,11,572,531,0,30,11,547,21,900,332,269,17,244,9,8
20,GORJ,"ŞCOALA PRIMARĂ NR.2 STERPOAIA",131,ANINOASA,78604,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:04:17",709,653,0,41,15,510,454,0,41,15,498,12,754,244,305,4,180,2,7
