precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","FORȚA DREPTEI-voturi"
37,TIMIŞ,"GRĂDINIȚA CU P.P. RECAȘ",284,"ORAŞ RECAŞ",158314,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:43:26",1402,1381,1,11,9,781,760,1,11,9,766,15,1400,619,39,13,51,421,33,30,7,127,45
37,TIMIŞ,"LICEUL TEORETIC RECAȘ",285,"ORAŞ RECAŞ",158314,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:38:04",1838,1798,6,22,12,1023,989,0,22,12,994,29,1900,877,89,23,67,487,43,24,12,194,55
37,TIMIŞ,"PRIMĂRIA RECAȘ",283,"ORAŞ RECAŞ",158314,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:23:14",1954,1902,1,32,19,1014,963,0,32,19,967,47,2100,1086,45,15,65,513,26,53,10,195,45
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ BAZOȘ",286,"ORAŞ RECAŞ",158314,1,PART,PRCNCT,CL,CL_SV,"2024-06-11 13:20:51",844,825,0,19,0,492,473,0,19,0,465,27,900,408,35,4,32,243,7,12,0,122,10
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ IZVIN",288,"ORAŞ RECAŞ",158314,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:39:41",1415,1384,12,14,5,766,746,1,14,5,748,18,1500,734,39,4,47,335,46,19,59,114,85
37,TIMIŞ,"ȘCOALA PRIMARĂ HERNEACOVA",287,"ORAŞ RECAŞ",158314,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:39:49",389,375,1,9,4,253,240,0,9,4,247,5,600,348,58,1,11,130,5,5,1,21,15
37,TIMIŞ,"ȘCOALA PRIMARĂ PETROVASELO",289,"ORAŞ RECAŞ",158314,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:40:20",222,209,0,9,4,127,114,0,9,4,120,7,300,173,7,2,12,49,7,2,1,23,17
37,TIMIŞ,"ȘCOALA PRIMARĂ STANCIOVA",290,"ORAŞ RECAŞ",158314,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:12:13",332,309,4,10,9,206,185,2,10,9,200,6,400,194,13,1,13,115,10,1,1,36,10
