precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","CĂLUGĂRESCU ROBERT-CONSTANTIN-voturi"
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM NORMAL COLIBAȘI",269,IEDERA,65869,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:15:24",413,408,1,4,0,246,241,1,4,0,239,7,450,204,59,104,35,34,7
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM NORMAL CRICOVU DULCE",270,IEDERA,65869,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:39:47",316,311,1,4,0,164,160,0,4,0,153,11,340,176,67,46,12,21,7
16,DÂMBOVIŢA,"ȘCOALA CU CLASELE I-IV IEDERA DE SUS",271,IEDERA,65869,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:49:50",1195,1183,0,11,1,738,726,0,11,1,712,26,1310,572,221,324,60,59,48
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ IEDERA DE JOS",268,IEDERA,65869,1,PART,PRCNCT,CL,CL_SV,"2024-06-11 16:16:27",1206,1197,0,7,2,673,664,0,7,2,651,22,1316,643,287,225,83,53,3
