precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
37,TIMIŞ,"CĂMINUL CULTURAL NIȚCHIDORF",490,NIŢCHIDORF,157923,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:38:28",1143,1102,2,19,20,627,588,0,19,20,608,19,1191,564,139,435,34
37,TIMIŞ,"CASA NAŢIONALĂ BLAJOVA",491,NIŢCHIDORF,157923,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:12:41",105,83,0,11,11,83,61,0,11,11,80,3,100,17,8,72,0
37,TIMIŞ,"CLADIREA COMUNEI NITCHIDORF(FOSTA SCOALA CU CLASELE I - IV)",492,NIŢCHIDORF,157923,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:49:08",176,160,0,14,2,120,104,0,14,2,115,5,200,80,18,92,5
