precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi"
28,MUREŞ,"GRĂDINIŢA CU PROGRAM NORMAL ARCHITA",557,VÂNĂTORI,120254,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:40:15",724,713,3,8,0,296,287,1,8,0,276,20,768,472,49,144,5,75,3
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ” PETRE N. POPESCU ” VÎNĂTORI",556,VÂNĂTORI,120254,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:08:45",1462,1450,0,1,11,724,712,0,1,11,642,82,1582,858,123,136,144,221,18
28,MUREŞ,"ŞCOALA PRIMARĂ FELEAG",558,VÂNĂTORI,120254,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:06:33",150,145,0,5,0,69,64,0,5,0,59,10,160,91,8,8,1,42,0
28,MUREŞ,"ŞCOALA PRIMARĂ MURENI",559,VÂNĂTORI,120254,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:29:43",284,266,0,7,11,163,145,0,7,11,151,12,306,143,18,22,72,39,0
28,MUREŞ,"ŞCOALA PRIMARĂ ŞOARD",560,VÂNĂTORI,120254,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:19:42",626,623,0,3,0,366,363,0,3,0,314,51,666,301,21,63,14,213,3
