precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"OANCEA IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","BARBU OCTAVIAN-CONSTANTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","GICĂ IOAN-ADRIAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
34,SIBIU,"IMOBIL APARȚINÂND PRIMĂRIEI ORAȘULUI TĂLMACIU (FOSTA ȘCOALĂ COLONIA TĂLMACIU II)",217,"ORAŞ TĂLMACIU",145827,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:22:37",216,205,0,9,2,116,105,0,9,2,108,8,234,118,76,19,13
34,SIBIU,"LICEUL TEHNOLOGIC ”JOHANNES LEBEL” TĂLMACIU CORP A",215,"ORAŞ TĂLMACIU",145827,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:32:44",1156,1148,0,6,2,622,614,0,6,2,599,23,1260,638,423,97,79
34,SIBIU,"LICEUL TEHNOLOGIC ”JOHANNES LEBEL” TĂLMACIU CORP B",216,"ORAŞ TĂLMACIU",145827,2,PART,PRCNCT,P,P_SV,"2024-06-10 16:54:19",1616,1601,8,3,4,860,853,0,3,4,831,29,1760,900,527,160,144
34,SIBIU,"LICEUL TEHNOLOGIC ”JOHANNES LEBEL” TĂLMACIU/ȘCOALA GIMNAZIALĂ TĂLMĂCEL",218,"ORAŞ TĂLMACIU",145827,3,PART,PRCNCT,P,P_SV,"2024-06-10 10:50:18",957,951,0,5,1,656,650,0,5,1,633,23,1050,394,318,297,18
34,SIBIU,"LICEUL TEHNOLOGIC ”JOHANNES LEBEL” TĂLMACIU/ȘCOALA GIMNAZIALĂ TĂLMACIU",214,"ORAŞ TĂLMACIU",145827,2,PART,PRCNCT,P,P_SV,"2024-06-10 12:46:19",1121,1104,4,10,3,625,612,0,10,3,609,16,1200,575,411,154,44
34,SIBIU,"LICEUL TEHOLOGIC ” JOHANNES LEBEL” TĂLMACIU/ȘCOALA GIMNAZIALĂ TĂLMACIU",213,"ORAŞ TĂLMACIU",145827,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:58:30",1552,1546,2,2,2,731,727,0,2,2,709,22,1750,1019,503,162,44
