precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"RUSU COSTEL-voturi","CIOBOTARU BOGDAN-GEORGE-PARTIDUL MIȘCAREA POPULARĂ-voturi","DRILEA VALENTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","LUNCAŞU CIPRIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","SECIU COSTEL-voturi","GRIGORAŞ ADRIAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","BUREA DUMITRU-FORȚA DREPTEI-voturi"
41,VRANCEA,"GRADINITA SPERIETI",216,MOVILIŢA,176793,3,PART,PRCNCT,P,P_SV,"2024-06-13 12:19:49",394,386,2,3,3,198,192,0,3,3,185,13,433,235,8,0,12,9,66,66,24
41,VRANCEA,"SCOALA NR.1",218,MOVILIŢA,176793,3,PART,PRCNCT,P,P_SV,"2024-06-13 15:25:02",710,702,1,4,3,354,347,0,4,3,340,14,799,445,12,33,24,11,101,145,14
41,VRANCEA,"SCOALA NR.2",217,MOVILIŢA,176793,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:45:27",623,615,0,2,6,329,321,0,2,6,313,16,671,342,11,11,37,11,105,126,12
41,VRANCEA,"SCOALA PRIMARA DIOCHETI-REDIU",219,MOVILIŢA,176793,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:59:44",561,550,0,9,2,302,291,0,9,2,278,22,605,303,5,4,7,6,32,44,180
41,VRANCEA,"SCOALA PRIMARA FRECATEI",220,MOVILIŢA,176793,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:23:09",411,403,0,8,0,178,170,0,8,0,160,18,441,263,8,7,19,7,55,52,12
41,VRANCEA,"SCOALA PRIMARA TROTUSANU",221,MOVILIŢA,176793,2,PART,PRCNCT,P,P_SV,"2024-06-13 15:15:09",379,365,1,9,4,227,214,0,9,4,216,11,404,177,3,5,104,7,47,45,5
