precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"NISTOR VASILE-RADU-UNIUNEA SALVAȚI ROMÂNIA-voturi","VĂLEANU GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","RUSU ANDREI-LAURENŢIU-PARTIDUL NAȚIONAL LIBERAL-voturi","GHIVIRIGĂ ANDREI-DĂNUŢ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MINEA DUMITRU-DANIEL-PARTIDUL VERDE-voturi","SARAMCIUC IONUŢ-ADRIAN-PARTIDUL MIȘCAREA POPULARĂ-voturi"
24,IAŞI,"CASA SOCIALA ION NECULCE",514,"ION NECULCE",95499,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:05:46",170,163,0,7,0,91,84,0,7,0,81,10,200,109,0,69,8,1,0,3
24,IAŞI,"SCOALA GĂNEŞTI",513,"ION NECULCE",95499,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:55:31",623,617,0,4,2,305,299,0,4,2,273,32,700,395,8,205,32,19,3,6
24,IAŞI,"SCOALA GIMNAZIALA BUZNEA",511,"ION NECULCE",95499,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:48:15",1495,1486,3,4,2,686,679,1,4,2,669,17,1600,914,17,504,87,41,11,9
24,IAŞI,"SCOALA GIMNAZIALĂ ”CONSTANTIN TEODORESCU” RAZBOIENI",516,"ION NECULCE",95499,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:03:57",1733,1705,0,15,13,963,935,0,15,13,905,58,1800,837,14,623,200,18,35,15
24,IAŞI,"SCOALA PRIMARA DADESTI",512,"ION NECULCE",95499,1,PART,PRCNCT,P,P_SV,"2024-06-09 23:53:38",217,211,0,6,0,119,113,0,6,0,115,4,273,154,2,94,7,4,1,7
24,IAŞI,"SCOALA PRIMARA PRIGORENI",515,"ION NECULCE",95499,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:23:59",531,520,0,2,9,274,263,0,2,9,263,11,600,326,6,209,30,6,11,1
