precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DIMÉNY ZOLTÁN-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
15,COVASNA,"CENTRUL CULTURAL BREŢCU",119,BREŢCU,64096,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:55:22",1103,1060,1,1,41,583,541,0,1,41,526,57,1175,592,526
15,COVASNA,"CENTRUL CULTURAL BREŢCU",120,BREŢCU,64096,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:58:54",855,830,1,0,24,440,415,1,0,24,391,49,900,460,391
15,COVASNA,"ŞCOALA GIMNAZIALĂ OITUZ",122,BREŢCU,64096,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:58:16",256,248,0,8,0,133,125,0,8,0,118,15,300,167,118
15,COVASNA,"ŞCOALA PRIMARĂ MĂRTĂNUŞ",121,BREŢCU,64096,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:11:22",603,588,0,5,10,274,259,0,5,10,240,34,700,426,240
