precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","FORȚA DREPTEI-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
24,IAŞI,"CASA DE PRAZNUIRE PAROHIA BANU",445,DUMEŞTI,96940,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:45:06",327,322,0,5,0,190,185,0,5,0,183,7,400,210,13,45,54,52,16,3
24,IAŞI,"GRADINITA CU PROGRAM NORMAL CHILISOAIA",446,DUMEŞTI,96940,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:56:41",176,167,0,9,0,106,97,0,9,0,104,2,200,94,3,9,80,5,7,0
24,IAŞI,"LICEUL TEHNOLOGIC DUMESTI",444,DUMEŞTI,96940,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:58:55",1324,1307,2,10,5,716,701,0,10,5,684,32,1400,684,145,41,231,217,25,25
24,IAŞI,"SCOALA GIMNAZIALA PAUSESTI",448,DUMEŞTI,96940,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:21:41",1429,1425,0,4,0,756,752,0,4,0,693,63,1550,794,130,101,324,119,11,8
24,IAŞI,"SCOALA PRIMARA HOISESTI",447,DUMEŞTI,96940,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:18:46",622,618,0,4,0,338,334,0,4,0,320,18,700,362,19,122,116,54,4,5
