precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"AVRAM BOGDAN-ALIN-PARTIDUL NAȚIONAL LIBERAL-voturi","SCARLAT ILIE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MĂRGINEANU ION-PARTIDUL SOCIAL DEMOCRAT-voturi","NEDELCU NICOLAE-FORȚA DREPTEI-voturi","AGAPIE SILVIANA-PARTIDUL VERDE-voturi"
9,BRĂILA,"CAMIN CULTURAL DIN FOSTUL SAT TIBANESTI",261,TUFEŞTI,44300,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:11:31",1048,1042,0,6,0,574,568,0,6,0,557,17,1150,570,69,20,458,8,2
9,BRĂILA,"CĂMINUI CULTURAL NR. 2",262,TUFEŞTI,44300,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:19:59",836,831,0,5,0,496,491,0,5,0,476,20,900,404,35,23,410,4,4
9,BRĂILA,"SCOALA PETRE CARP DIN FOSTUL SAT TIBANESTI",263,TUFEŞTI,44300,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:23:45",1296,1289,0,7,0,757,750,0,7,0,755,2,1432,675,108,13,624,5,5
9,BRĂILA,"SCOALA PETRE CARP TUFESTI",260,TUFEŞTI,44300,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:13:55",874,865,2,7,0,506,499,0,7,0,484,17,950,449,34,23,414,2,11
