precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PUF CRISTIAN-CĂLIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TRÎNC MIHAELA-PARTIDUL NAȚIONAL LIBERAL-voturi","COŞA IOAN-PARTIDUL SOCIAL DEMOCRAT-voturi"
2,ARAD,"CĂMINUL CULTURAL COROI",245,CRAIVA,10532,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:48:41",135,125,0,6,4,87,77,0,6,4,84,3,133,46,12,25,47
2,ARAD,"PRIMĂRIA COMUNEI CRAIVA",242,CRAIVA,10532,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:11:19",512,481,0,17,14,312,281,0,17,14,293,19,540,228,4,119,170
2,ARAD,"ŞCOALA PRIMARĂ CHIŞLACA",243,CRAIVA,10532,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:05:42",614,572,1,20,21,403,362,0,20,21,390,13,660,257,10,64,316
2,ARAD,"ŞCOALA PRIMARĂ CIUNTEŞTI",244,CRAIVA,10532,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:40:38",118,106,0,7,5,90,78,0,7,5,89,1,120,30,1,37,51
2,ARAD,"ŞCOALA PRIMARĂ MĂRĂUŞ",246,CRAIVA,10532,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:22:48",235,207,0,12,16,186,158,0,12,16,180,6,250,64,2,74,104
2,ARAD,"ŞCOALA PRIMARĂ ROGOZ DE BELIU",247,CRAIVA,10532,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:11:20",102,89,0,9,4,81,68,0,9,4,81,0,100,19,2,24,55
2,ARAD,"ŞCOALA PRIMARĂ ŞIAD",250,CRAIVA,10532,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:45:17",194,172,0,10,12,143,121,0,10,12,140,3,245,102,2,21,117
2,ARAD,"ŞCOALA PRIMARĂ STOINEŞTI",248,CRAIVA,10532,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:55:18",137,114,0,16,7,120,97,0,16,7,117,3,130,10,2,44,71
2,ARAD,"ŞCOALA PRIMARĂ SUSAG",249,CRAIVA,10532,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:21:44",284,251,0,15,18,218,185,0,15,18,213,5,310,92,5,16,192
