precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
8,BRAŞOV,"GRĂDINIŢA DĂIŞOARA",450,UNGRA,42156,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:12:51",584,582,0,2,0,401,399,0,2,0,352,49,611,210,12,128,212
8,BRAŞOV,"ŞCOALA GENERALĂ UNGRA",449,UNGRA,42156,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:15:43",1140,1135,0,4,1,693,688,0,4,1,613,80,1298,605,183,50,380
