precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ENACHE CRISTIAN-VALENTIN-UNIUNEA SALVAȚI ROMÂNIA-voturi","IONIŢĂ ADRIAN-ANDREI-PARTIDUL NAȚIONAL LIBERAL-voturi","TRIFAN MIHAELA-ANDREEA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PETRE NICOLAE-PARTIDUL SOCIAL DEMOCRAT-voturi","MIŞCĂ VASILE-SORIN-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","TRICĂ FLORIN-voturi"
19,GIURGIU,"GRĂDINIŢA ”MARIN MOGESCU”",225,ULMI,105623,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:54:27",458,442,0,16,0,458,442,0,16,0,447,11,715,257,43,28,18,246,99,13
19,GIURGIU,"GRADINITA NR.4 GHIONEA",226,ULMI,105623,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:04:19",464,458,0,6,0,308,302,0,6,0,297,11,505,197,32,17,12,115,107,14
19,GIURGIU,"”SCOALA GIMNAZIALA ”NICOLAE LAHOVARY”",230,ULMI,105623,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:48:37",943,936,0,6,1,583,576,0,6,1,572,11,1046,463,127,53,32,199,137,24
19,GIURGIU,"SCOALA GIMNAZIALA ”NICOLAE LAHOVARY",229,ULMI,105623,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:49:54",1015,1006,1,7,1,616,608,0,7,1,587,11,1111,513,161,56,23,200,113,34
19,GIURGIU,"SCOALA GIMNAZIALA NR.1 POENARI",228,ULMI,105623,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:33:36",1105,1090,0,13,2,636,621,0,13,2,631,5,1210,572,101,126,79,168,144,13
19,GIURGIU,"SCOALA PRIMARA NR.2 ICOANA",227,ULMI,105623,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:13:27",890,885,2,3,0,573,570,0,3,0,560,13,976,403,131,94,34,212,70,19
19,GIURGIU,"SCOALA PRIMARA NR.3 ULMI",224,ULMI,105623,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:45:53",591,579,0,9,3,591,579,0,9,3,573,18,1046,455,87,111,23,126,195,31
