precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
3,ARGEŞ,"CĂMIN CULTURAL TEIU",489,TEIU,19212,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:27:01",955,876,3,65,11,658,579,3,65,11,625,33,932,274,278,54,293
3,ARGEŞ,"ŞCOALA GENERALĂ LEŞILE",490,TEIU,19212,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:10:35",153,144,0,9,0,108,99,0,9,0,103,5,180,72,35,7,61
