precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"POPA ALEXANDRU-PARTIDUL NAȚIONAL LIBERAL-voturi","CHIRIAC FRANCISK-IULIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","SIMION MARIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ANDREI IONUŢ-VALENTIN-PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","IONIŢĂ ANTONETA-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","GAVRILĂ GELA-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","RĂUREANU ADRIAN-CORNELIU-PARTIDUL S.O.S. ROMÂNIA-voturi","FĂTU NECULAI-PARTIDUL SOCIALIST ROMÂN-voturi"
9,BRĂILA,"ȘCOALA CU CLASELE I-VIII NR.2 „ALEXANDRU TURTOI”",176,CIOCILE,42968,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:58:28",736,727,0,1,8,509,500,0,1,8,494,15,770,261,242,205,21,0,17,3,6,0
9,BRĂILA,"ȘCOALA CU CLASELE I-VIII SCĂRLĂTEȘTI",180,CIREŞU,43019,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:47:32",609,585,0,2,22,392,368,0,2,22,380,12,700,308,335,25,14,1,0,1,4,0
9,BRĂILA,"ȘCOALA CU CLASELE I-VIII SURDILA GRECI",243,SURDILA-GRECI,42771,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:45:43",550,544,1,5,0,328,323,0,5,0,310,18,611,283,200,67,21,1,12,3,4,2
9,BRĂILA,"ȘCOALA CU CLASELE I-VIII TRAIAN",253,TRAIAN,44202,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:01:14",919,903,2,14,0,555,541,0,14,0,526,29,1000,445,150,273,29,5,9,5,52,3
9,BRĂILA,"SCOALA CU CLASELE I-VIII VIZIRU",278,VIZIRU,44505,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:29:07",1408,1400,0,8,0,855,847,0,8,0,822,33,1550,695,317,298,156,1,12,0,34,4
9,BRĂILA,"ȘCOALA CU CLASELE I-VIII VULTURENI",181,CIREŞU,43019,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:16:31",420,394,0,6,20,291,265,0,6,20,289,2,429,138,262,21,6,0,0,0,0,0
9,BRĂILA,"ȘCOALA CU CLASELE V-VIII TĂTARU",183,DUDEŞTI,43073,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:58:34",1079,1054,0,5,20,703,678,0,5,20,683,20,1055,352,289,247,125,1,8,2,10,1
9,BRĂILA,"SCOALA CU CLS. I - VIII BĂRĂGANUL - SALA DE CLASĂ NR. 1",161,BĂRĂGANUL,42824,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:34:16",1265,1215,0,8,42,811,761,0,8,42,796,15,1301,490,248,469,40,1,9,2,23,4
9,BRĂILA,"SCOALA ESNA",215,"MOVILA MIRESII",43652,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:38:57",260,252,0,5,3,178,170,0,5,3,166,9,300,125,41,105,9,4,3,0,3,1
9,BRĂILA,"ȘCOALA GENERALĂ CU CLASELE I-VIII MĂXINENI",206,MĂXINENI,43563,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:50:00",1141,1132,0,0,9,619,610,0,0,9,598,21,1250,631,79,358,93,5,19,2,38,4
9,BRĂILA,"ȘCOALA GIMNAZIALĂ CAZASU",170,CAZASU,44560,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:34:50",1909,1868,5,24,12,1139,1103,0,24,12,1097,42,2000,861,242,586,132,6,45,28,57,1
9,BRĂILA,"SCOALA GIMNAZIALA- CHISCANI - CARTIER",172,CHISCANI,42708,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:38:15",1646,1637,0,7,2,734,725,0,7,2,689,37,1777,600,111,325,155,7,28,4,55,4
9,BRĂILA,"ŞCOALA GIMNAZIALĂ CU CLASELE I-IV FĂUREI, SALA NR.2",142,"ORAŞ FĂUREI",42753,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:51:38",1254,1231,0,15,8,802,779,0,15,8,781,21,1354,552,373,292,59,13,32,4,5,3
9,BRĂILA,"ȘCOALA GIMNAZIALĂ CU CLASELE I-VIII",193,GEMENELE,43242,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:08:14",1342,1319,0,0,23,834,811,0,0,23,802,32,1497,663,70,589,89,1,11,9,31,2
9,BRĂILA,"SCOALA GIMNAZIALA CU CLASELE I-VIII BALDOVINESTI",271,VĂDENI,44391,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:54:22",972,966,0,1,5,487,481,0,1,5,475,12,1080,593,46,317,71,2,19,1,17,2
9,BRĂILA,"SCOALA GIMNAZIALA CU CLASELE I-VIII VADENI -SALA A",269,VĂDENI,44391,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:08:25",909,899,0,1,9,516,506,0,1,9,491,25,1013,497,117,272,46,4,17,2,32,1
9,BRĂILA,"SCOALA GIMNAZIALA CU CLASELE I-VIII-VADENI-SALA B",270,VĂDENI,44391,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:43:32",939,931,1,5,2,526,519,0,5,2,505,21,1045,519,124,283,63,2,6,4,21,2
9,BRĂILA,"ȘCOALA GIMNAZIALĂ CUZA - VODĂ",239,STĂNCUŢA,44060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:20:48",1171,1152,0,7,12,773,754,0,7,12,738,28,1300,534,141,308,241,1,22,0,23,2
9,BRĂILA,"ȘCOALA GIMNAZIALĂ CUZA VODĂ",228,"SALCIA TUDOR",43867,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:31:00",641,633,0,6,2,387,379,0,6,2,376,11,637,250,56,244,62,0,4,2,8,0
9,BRĂILA,"ȘCOALA GIMNAZIALĂ DROGU",189,GALBENU,43180,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:16:35",695,642,0,33,20,461,408,0,33,20,434,27,700,239,319,32,59,7,2,7,5,3
9,BRĂILA,"ȘCOALA GIMNAZIALĂ DUDEȘTI",182,DUDEŞTI,43073,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:25:11",1309,1283,0,3,23,800,774,0,3,23,717,34,1432,161,384,237,59,0,1,24,10,2
9,BRĂILA,"ȘCOALA GIMNAZIALĂ GROPENI",198,GROPENI,43313,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:28:19",1274,1265,0,7,2,841,841,0,0,0,815,26,1344,503,390,304,49,4,32,6,30,0
9,BRĂILA,"ȘCOALA GIMNAZIALĂ IANCA",145,"ORAŞ IANCA",43331,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:06:35",1072,1065,0,7,0,596,589,0,7,0,584,12,1200,604,161,345,46,0,16,1,14,1
9,BRĂILA,"ȘCOALA GIMNAZIALĂ IANCA",144,"ORAŞ IANCA",43331,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:57:11",982,974,0,3,5,552,544,0,3,5,534,18,1100,548,145,308,47,1,11,5,15,2
9,BRĂILA,"SCOALA GIMNAZIALA MIRCEA VODA, JUDETUL BRAILA",211,"MIRCEA VODĂ",43625,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:49:00",1020,976,1,10,33,619,576,0,10,33,601,13,1195,576,398,137,42,0,4,3,16,1
9,BRĂILA,"SCOALA GIMNAZIALA MIRCEA VODA, JUDEȚUL BRAILA",210,"MIRCEA VODĂ",43625,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:05:34",917,876,8,13,20,585,552,0,13,20,559,26,900,315,379,128,23,0,7,3,17,2
9,BRĂILA,"SCOALA GIMNAZIALĂ NR.1",200,JIRLĂU,43466,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:06:17",1095,1066,0,8,21,602,573,0,8,21,586,16,1081,479,32,485,49,2,3,4,10,1
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 11 „ION LUCA CARAGIALE”",123,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:16:48",1182,1172,1,8,1,420,411,0,8,1,396,13,1300,888,49,209,53,12,37,8,24,4
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 11 „ION LUCA CARAGIALE”",122,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:10:19",1079,1068,1,10,0,399,389,0,10,0,378,21,1150,751,33,202,60,6,32,3,36,6
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 13 „NEDELCU CHERCEA”",109,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:09:08",1196,1189,0,7,0,473,466,0,7,0,453,20,1300,823,52,234,66,5,44,18,30,4
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 13 „NEDELCU CHERCEA”",108,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 17:35:10",1219,1209,0,10,0,455,445,0,10,0,440,15,1350,890,61,204,70,7,45,14,35,4
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 17 „ECATERINA TEODOROIU”",68,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:45:05",1389,1363,3,8,15,577,554,0,8,15,546,31,1500,923,60,276,84,8,66,11,38,3
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 17 „ECATERINA TEODOROIU”",67,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:40:07",1186,1159,0,5,22,445,418,0,5,22,431,14,1300,855,59,227,45,14,45,10,25,6
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 18 „MIHU DRAGOMIR”",72,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:16:06",972,961,1,10,0,369,359,0,10,0,360,9,1050,681,43,205,45,6,28,6,24,3
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 18 „MIHU DRAGOMIR”",73,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:16:55",1139,1131,2,6,0,455,449,0,6,0,443,12,1250,795,44,235,49,5,51,24,26,9
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 19 „MIHAIL KOGĂLNICEANU”",127,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:15:50",1750,1746,0,4,0,724,720,0,4,0,697,27,1900,1176,68,388,110,12,35,13,60,11
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 19 „MIHAIL KOGĂLNICEANU”",126,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:52:17",1276,1271,0,5,0,474,469,0,5,0,465,9,1351,877,31,271,60,10,37,8,45,3
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 19 „MIHAIL KOGĂLNICEANU”",125,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:02:33",1167,1162,0,5,0,431,426,0,5,0,418,13,1300,869,43,222,72,1,26,8,37,9
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 19 „MIHAIL KOGĂLNICEANU”",124,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:51:33",1285,1280,0,4,1,482,477,0,4,1,459,22,1400,918,33,254,66,9,39,7,45,6
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 1 „VLAICU VODĂ”",7,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:36:34",1257,1252,0,5,0,531,526,0,5,0,512,19,1400,869,57,283,78,7,42,8,34,3
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 1 „VLAICU VODĂ”",8,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:19:45",1349,1340,2,7,0,589,582,0,7,0,566,23,1500,911,61,315,76,10,63,7,28,6
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR.2",199,JIRLĂU,43466,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:35:36",1347,1317,0,6,24,735,705,0,6,24,712,23,1081,346,40,614,29,1,8,1,18,1
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 20 „GEORGE COŞBUC”",130,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:56:02",1257,1250,0,7,0,517,510,0,7,0,496,21,1400,883,55,289,54,13,50,11,19,5
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 20 „GEORGE COŞBUC”",131,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:57:17",1061,1052,0,9,0,439,430,0,9,0,431,8,1200,761,45,264,55,8,35,4,14,6
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 20 „GEORGE COŞBUC”",132,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:32:45",1234,1225,0,9,0,523,514,0,9,0,490,24,1348,825,39,299,61,6,42,10,30,3
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 21 „ALEXANDR SERGHEEVICI PUȘKIN”",128,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:56:54",1189,1186,0,3,0,353,350,0,3,0,346,7,1300,947,25,184,67,4,28,4,29,5
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 21 „ALEXANDR SERGHEEVICI PUȘKIN”",129,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:22:09",1229,1223,0,6,0,405,399,0,6,0,392,13,992,587,26,218,69,7,21,10,36,5
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 22 „RADU TUDORAN”",114,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:44:05",1059,1053,0,6,0,421,415,0,6,0,411,10,1150,729,36,233,46,11,36,12,32,5
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 22 „RADU TUDORAN”",111,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:39:10",1345,1341,0,4,0,460,456,0,4,0,428,24,1500,1040,51,212,78,7,20,7,45,8
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 22 „RADU TUDORAN”",110,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:51:05",1246,1240,0,6,0,485,479,0,6,0,458,18,1400,924,57,264,59,17,21,9,29,2
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 22 „RADU TUDORAN”",113,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:14:09",1118,1112,0,6,0,441,435,0,6,0,414,27,1200,759,49,225,58,12,28,10,30,2
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 22 „RADU TUDORAN”",112,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:57:16",1140,1135,0,5,0,421,416,0,5,0,401,20,1250,829,41,210,59,9,35,5,37,5
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 23 „MIHAI EMINESCU”",101,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:07:54",906,900,0,6,0,303,297,0,6,0,296,7,1000,697,22,175,45,4,23,7,15,5
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 23 „MIHAI EMINESCU”",103,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:58:06",1079,1072,1,6,0,433,427,0,6,0,411,22,1200,767,46,212,73,4,39,9,21,7
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 23 „MIHAI EMINESCU”",102,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:18:57",1065,1057,0,8,0,357,349,0,8,0,347,10,1200,843,32,206,45,2,27,6,25,4
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 24 „GHEORGHE NAUM”",116,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:04:59",1305,1297,1,7,0,488,481,0,7,0,469,19,1450,962,45,276,76,7,21,7,35,2
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 24 „GHEORGHE NAUM”",117,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:18:14",1408,1401,0,7,0,535,528,0,7,0,515,2,1550,1001,63,256,79,15,36,3,59,4
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 24 „GHEORGHE NAUM”",118,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:57:36",1245,1235,0,10,0,542,532,0,10,0,510,32,1350,609,63,289,71,9,35,8,29,6
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 24 „GHEORGHE NAUM”",119,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:28:56",1423,1421,0,1,1,461,459,0,1,1,445,16,1550,1089,60,229,80,4,18,12,40,2
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 27 „AUREL VLAICU”",14,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:51:11",1284,1279,0,5,0,503,498,0,5,0,479,24,1400,897,60,230,62,10,61,15,36,5
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 27 „AUREL VLAICU”",13,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:09:22",1201,1197,0,4,0,519,515,0,4,0,496,13,1300,781,63,263,70,12,49,15,21,3
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 27 „AUREL VLAICU”",12,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:31:19",1405,1401,0,4,0,538,534,0,4,0,512,26,1450,912,55,258,87,8,44,10,49,1
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 27 „AUREL VLAICU”",11,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:28:23",1298,1289,0,9,0,521,512,0,9,0,490,31,1400,879,61,233,76,11,52,8,48,1
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 28 „VASILE ALECSANDRI”",28,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:08:55",789,783,1,5,0,285,280,0,5,0,281,4,850,565,25,161,41,10,17,5,18,4
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 28 „VASILE ALECSANDRI”",27,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:40:48",1173,1162,4,7,0,462,455,0,7,0,442,20,1250,788,55,246,54,14,49,8,14,2
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 28 „VASILE ALECSANDRI”",24,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:43:30",956,950,0,5,1,366,360,0,5,1,349,17,1050,684,53,190,34,8,36,7,18,3
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 28 „VASILE ALECSANDRI”",25,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:58:37",893,885,0,8,0,303,295,0,8,0,293,10,950,647,39,173,41,2,16,3,18,1
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 28 „VASILE ALECSANDRI”",26,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:40:09",899,893,2,4,0,336,332,0,4,0,325,11,1000,664,28,202,43,5,19,6,19,3
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 29 „MIHAIL SADOVEANU”",30,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:22:27",640,632,0,8,0,262,254,0,8,0,254,8,700,438,24,136,31,8,36,5,13,1
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 29 „MIHAIL SADOVEANU”",31,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:10:26",1124,1108,5,10,1,446,435,0,10,1,414,21,1200,765,69,208,40,12,37,10,34,4
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 29 „MIHAIL SADOVEANU”",32,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:02:18",1256,1250,0,6,0,483,477,0,6,0,460,17,1400,923,60,257,51,14,38,8,28,4
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 2 „FĂNUŞ NEAGU”",17,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:44:33",1021,1017,0,4,0,424,420,0,4,0,406,18,1100,676,47,224,50,19,34,8,18,6
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 2 „FĂNUŞ NEAGU”",19,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:41:02",1032,1025,1,6,0,445,439,0,6,0,431,14,1100,655,47,246,44,7,44,14,24,5
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 2 „FĂNUŞ NEAGU”",18,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:46:39",1370,1361,0,9,0,628,619,0,9,0,603,25,1500,872,74,324,78,18,61,12,29,7
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 2 „FĂNUȘ NEAGU”",16,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:20:09",977,969,1,7,0,369,362,0,7,0,349,20,1050,681,33,198,45,5,40,7,18,3
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 2 „FĂNUȘ NEAGU”",15,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:50:29",886,853,0,4,29,327,294,0,4,29,295,32,900,573,41,159,36,11,24,5,15,4
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 31 „MIHAI VITEAZUL”",3,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:14:01",940,937,0,3,0,379,376,0,3,0,370,9,1000,621,37,233,42,6,21,6,21,4
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 31 „MIHAI VITEAZUL”",2,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:40:54",1085,1081,1,3,0,429,426,0,3,0,415,14,1206,777,34,243,44,7,32,12,37,6
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 31 „MIHAI VITEAZUL”",1,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:41:14",1620,1616,0,4,0,476,472,0,4,0,460,16,1650,1174,46,261,62,8,37,10,30,6
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 31 „MIHAI VITEAZUL”",4,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:48:54",1067,1064,0,3,0,469,466,0,3,0,443,26,1200,731,54,281,46,6,23,4,27,2
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 32 „DIMITRIE CANTEMIR”",88,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:12:21",1306,1297,2,6,1,520,513,0,6,1,479,39,1400,882,56,294,59,9,41,6,13,1
9,BRĂILA,"ŞCOALA GIMNAZIALĂ NR. 32 „DIMITRIE CANTEMIR”",87,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:22:10",1066,1059,0,7,0,407,400,0,7,0,390,17,1150,743,43,204,48,5,45,14,25,6
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 32 „DIMITRIE CANTEMIR”",90,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:22:35",1144,1138,0,6,0,420,414,0,6,0,404,16,1253,833,33,253,42,6,44,5,17,4
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 32 „DIMITRIE CANTEMIR”",89,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:48:21",784,778,0,6,0,300,294,0,6,0,286,14,850,550,40,153,37,10,18,6,20,2
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 32 „DIMITRIE CANTEMIR”",91,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:07:48",1254,1247,1,6,0,524,518,0,6,0,509,15,1400,876,55,303,43,10,64,11,19,4
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 33 „SFÂNTUL ANDREI”",140,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:38:54",1008,993,9,5,1,381,366,9,5,1,369,12,1150,769,37,221,47,8,32,1,22,1
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 33 „SFÂNTUL ANDREI”",139,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:52:16",1380,1371,1,8,0,522,514,0,8,0,500,22,1500,978,63,262,78,10,44,6,31,6
9,BRĂILA,"ȘCOALA GIMNAZIALĂ NR. 33 „SFÂNTUL ANDREI”",138,"MUNICIPIUL BRĂILA",42682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:07:31",1004,1000,0,4,0,407,403,0,4,0,394,13,1100,693,45,193,63,7,26,6,46,8
