precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MORARU MARIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CIOBOTARU VIOREL-LUCIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","BURDUJANU IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","MIHAI MARIAN-VASILE-PARTIDUL PRO ROMÂNIA-voturi","MIRCIA ELENA-ALINA-PARTIDUL MIȘCAREA POPULARĂ-voturi","MALANCA TĂNASE-DUMITRU-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
39,VASLUI,"ŞCOALA GIMNAZIALA NR 1 CEPEŞTI",229,BOGDĂNIŢA,162791,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:34:21",442,422,0,15,5,272,252,0,15,5,256,16,470,198,63,53,105,12,7,16
39,VASLUI,"ŞCOALA PRIMARA COROIEŞTI",230,BOGDĂNIŢA,162791,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:05:14",345,337,0,7,1,179,171,0,7,1,175,4,378,199,32,25,52,45,12,9
39,VASLUI,"ŞCOALA PRIMARA TUNSEŞTI",231,BOGDĂNIŢA,162791,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:40:49",236,225,0,4,7,140,129,0,4,7,132,8,255,115,45,26,40,6,15,0
39,VASLUI,"SEDIUL PRIMARIEI",228,BOGDĂNIŢA,162791,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:12:00",165,150,0,12,3,118,103,0,12,3,113,5,172,54,72,6,18,7,10,0
