precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
40,VÂLCEA,"FOSTUL SEDIU AL ȘCOLII GIMNAZIALE, SAT ROMÂNI, ORAȘ BĂBENI",111,"ORAŞ BĂBENI",168372,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:14:54",173,163,0,8,2,121,111,0,8,2,119,2,180,59,27,14,7,69,1,0,1
40,VÂLCEA,"FOSTUL SEDIU AL ȘCOLII GIMNAZIALE, SAT ROMÂNI, ORAȘ BĂBENI",110,"ORAŞ BĂBENI",168372,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:42:21",1052,1043,1,3,5,718,709,1,3,5,702,16,1160,442,131,110,21,425,3,9,3
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM PRELUNGIT, SAT TĂTĂRANI, ORAȘ BĂBENI",112,"ORAŞ BĂBENI",168372,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:41:29",472,461,1,7,3,273,263,0,7,3,265,8,510,237,61,28,9,160,1,4,2
40,VÂLCEA,"LICEUL ”GEORGE ŢĂRNEA”, ORAȘ BĂBENI",108,"ORAŞ BĂBENI",168372,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:00:27",993,987,2,4,0,506,505,0,1,0,487,19,1100,594,146,78,29,220,5,6,3
40,VÂLCEA,"PRIMĂRIA ORAŞULUI BĂBENI",107,"ORAŞ BĂBENI",168372,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:41:10",1721,1689,2,22,8,983,953,0,22,8,915,68,1870,887,253,218,108,266,10,50,10
40,VÂLCEA,"S.C. ALFA FARM S.R.L.",109,"ORAŞ BĂBENI",168372,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:58:33",787,781,0,6,0,467,461,0,6,0,456,11,860,353,92,38,15,300,2,5,4
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ, SAT VALEA MARE, ORAȘ BĂBENI",114,"ORAŞ BĂBENI",168372,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:15:58",1391,1380,2,7,2,590,581,0,7,2,524,66,1530,940,187,84,19,173,25,29,7
40,VÂLCEA,"ŞCOALA PIMARĂ, SAT VALEA MARE, ORAȘ BĂBENI",113,"ORAŞ BĂBENI",168372,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 12:04:59",817,807,1,7,2,359,350,0,7,2,289,70,890,531,75,35,49,83,28,10,9
