precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VĂTĂŞELU ION-PARTIDUL NAȚIONAL LIBERAL-voturi","ZAHARIA MARIA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","GEORGESCU GHEORGHE-DANIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","VLĂDESCU BOGDAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
14,CONSTANŢA,"SCOALA GIMNAZIALA NR. 1 LIMANU",465,LIMANU,60632,2,PART,PRCNCT,P,P_SV,"2024-06-10 17:15:48",1506,1486,2,9,9,769,751,0,9,9,757,12,1639,870,65,40,546,106
14,CONSTANŢA,"SCOALA GIMNAZIALA NR. 1 LIMANU",464,LIMANU,60632,3,PART,PRCNCT,P,P_SV,"2024-06-10 15:56:58",1444,1423,8,6,7,763,750,0,6,7,738,25,1568,805,52,33,525,128
14,CONSTANŢA,"SCOALA GIMNAZIALA NR. 2 -2 MAI",466,LIMANU,60632,2,PART,PRCNCT,P,P_SV,"2024-06-10 16:15:43",1288,1265,5,11,7,726,708,0,11,7,692,33,1401,676,159,40,446,47
14,CONSTANŢA,"SCOALA GIMNAZIALA NR.2- 2 MAI",467,LIMANU,60632,7,PART,PRCNCT,P,P_SV,"2024-06-10 16:40:09",1441,1427,1,9,4,852,839,0,9,4,833,19,1570,718,174,41,541,77
