precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ANGHEL BOGDAN-GHEORGHE-voturi","CIOCA IOAN-voturi"
34,SIBIU,"CASA DE CULTURĂ ”ILARION COCIȘIU”",155,"ORAŞ AGNITA",143682,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:48:12",1173,1162,4,6,1,427,420,0,6,1,410,17,1310,883,20,187,32,62,17,27,35,30
34,SIBIU,"CASA SENIORILOR",153,"ORAŞ AGNITA",143682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:29:42",1370,1363,0,5,2,500,493,0,5,2,467,33,1500,1000,26,287,67,33,17,14,12,11
34,SIBIU,"COLEGIUL TEHNIC A.T. LAUREAN",154,"ORAŞ AGNITA",143682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:04:56",1028,1024,1,3,0,394,391,0,3,0,374,20,1130,736,8,227,28,40,10,7,36,18
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT",152,"ORAŞ AGNITA",143682,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:43:49",1010,997,6,7,0,392,385,0,7,0,380,12,1100,708,11,220,61,25,7,19,22,15
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.2",156,"ORAŞ AGNITA",143682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:16:47",1131,1123,0,8,0,484,476,0,8,0,465,19,1240,756,13,232,70,32,10,39,34,35
34,SIBIU,"ŞCOALA GIMNAZIALĂ COVEŞ",157,"ORAŞ AGNITA",143682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:46:35",521,517,1,3,0,241,237,1,3,0,231,10,580,339,3,155,22,35,3,1,8,4
34,SIBIU,"ŞCOALA GIMNAZIALĂ G.D.TEUTSCH",150,"ORAŞ AGNITA",143682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:24:42",1183,1172,2,9,0,397,388,0,9,0,388,9,1296,899,25,202,61,34,7,15,21,23
34,SIBIU,"ŞCOALA GIMNAZIALĂ G.D.TEUTSCH",151,"ORAŞ AGNITA",143682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:51:15",1052,1043,3,6,0,467,459,2,6,0,448,19,1150,683,28,218,75,16,22,32,27,30
34,SIBIU,"ŞCOALA GIMNAZIALĂ RUJA",158,"ORAŞ AGNITA",143682,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:10:40",965,957,2,6,0,456,450,0,6,0,440,16,1080,624,9,303,23,55,9,4,25,12
