precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","FORȚA DREPTEI-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi"
33,SĂLAJ,"CAMIN CULTURAL VAR",55,"ORAŞ JIBOU",139811,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:23:32",395,383,0,8,4,255,243,0,8,4,247,8,450,195,9,4,0,46,148,22,3,0,15,0
33,SĂLAJ,"CASA DE CULTURĂ",47,"ORAŞ JIBOU",139811,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:17:03",1746,1691,11,40,4,805,761,0,40,4,787,18,1888,1083,63,46,6,101,405,58,9,1,88,10
33,SĂLAJ,GRĂDINIȚĂ,52,"ORAŞ JIBOU",139811,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:42:48",397,378,1,9,9,255,236,1,9,9,238,17,450,195,10,4,1,80,68,59,1,0,14,1
33,SĂLAJ,"LICEUL TEHNOLOGIC ”OCTAVIAN GOGA”",48,"ORAŞ JIBOU",139811,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:19:31",1343,1325,0,9,9,645,627,0,9,9,634,11,1550,905,21,42,2,93,344,45,4,3,71,9
33,SĂLAJ,"LICEUL TEHNOLOGIC ”OCTAVIASN GOGA”PARTER,SALA DE CLASA NR.2",49,"ORAŞ JIBOU",139811,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:20:07",1276,1248,2,12,14,617,591,0,12,14,602,15,1400,783,23,107,1,79,210,82,7,3,79,11
33,SĂLAJ,"LICEUL TEORETIC ”ION AGÂRBICEANU”",51,"ORAŞ JIBOU",139811,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:36:10",1687,1594,0,23,70,929,836,0,23,70,825,104,1800,871,49,158,61,112,347,53,1,1,40,3
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV",53,"ORAŞ JIBOU",139811,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:44:40",208,198,0,8,2,133,123,0,8,2,130,3,250,117,10,4,2,13,79,10,0,1,9,2
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV",54,"ORAŞ JIBOU",139811,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:59:08",315,293,0,16,6,235,213,0,16,6,223,12,350,115,10,5,1,20,154,16,1,5,6,5
33,SĂLAJ,"ȘCOALĂ GIMNAZIALĂ ”LUCIAN BLAGA” PARTER SALĂ DE CLASĂ NR.1,STR.GAROAFELOR NR.7",50,"ORAŞ JIBOU",139811,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:06:27",1617,1567,2,45,3,836,788,0,45,3,821,15,1800,964,29,54,2,95,420,68,10,3,126,14
