precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MERIŞOR GEORGE-LAURENŢIU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","SAMOILĂ MARIUS-PARTIDUL SOCIAL DEMOCRAT-voturi","VLĂDESCU VALENTIN-UNIUNEA SALVAȚI ROMÂNIA-voturi","BOBOCEA IONEL-PARTIDUL NAȚIONAL LIBERAL-voturi","BARDAŞ IONEL-voturi"
10,BUZĂU,"CĂMINUL CULTURAL ”DIMITRIE GUSTI”",336,RUŞEŢU,49046,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:19:04",900,871,0,21,8,616,587,0,21,8,588,28,936,320,4,212,81,177,114
10,BUZĂU,"CLĂDIREA GRĂDINIŢEI CU PROGRAM NORMAL",335,RUŞEŢU,49046,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:54:12",884,868,0,8,8,598,582,0,8,8,568,30,966,368,7,198,54,166,143
10,BUZĂU,"LICEUL TEHNOLOGIC RUȘEȚU",334,RUŞEŢU,49046,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:44:40",949,927,1,13,8,658,637,0,13,8,623,35,1019,361,7,138,66,204,208
10,BUZĂU,"ŞCOALA PRIMARĂ",337,RUŞEŢU,49046,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:30:45",162,155,0,6,1,120,113,0,6,1,116,4,200,80,0,39,11,19,47
