precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MAYER MARIAN-PARTIDUL ROMÂNIA MARE-voturi","SIMUŢ GLAD-PARTIDUL S.O.S. ROMÂNIA-voturi","SZIME OVIDIU-DANIEL-PARTIDUL ROMÂNIA PUTERNICĂ-voturi","NICA ALIN-ADRIAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","IACOB ADRIAN-VASILE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","SIMONIS ALFRED-ROBERT-ALIANȚA ELECTORALĂ PSD PNL-voturi","BALAŞ NELU-PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi"
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL NR.13",226,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:36:20",1558,1546,0,10,2,670,658,0,10,2,652,18,1600,930,17,21,14,200,67,300,33
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL NR.2",219,"MUNICIPIUL LUGOJ",155350,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:33:21",1035,1027,0,8,0,475,467,0,8,0,447,28,1100,625,7,16,10,151,49,189,25
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL NR.5 TĂPIA",239,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:51:32",276,269,0,7,0,126,119,0,7,0,121,5,300,174,4,14,3,20,16,60,4
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL OFSENIŢA",303,BANLOC,155591,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:19:22",318,311,0,4,3,149,142,0,4,3,137,12,400,251,1,2,1,12,16,105,0
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL PARTOŞ",304,BANLOC,155591,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 15:51:07",377,370,1,6,0,183,176,1,6,0,166,17,500,317,3,7,0,12,12,131,1
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM NORMAL PIETROASA",515,PIETROASA,158136,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:45:59",261,253,0,1,7,218,210,0,1,7,207,11,300,82,1,5,0,22,26,151,2
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM NORMAL REMETEA-LUNCĂ",472,MĂNĂŞTIUR,157736,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:19:47",351,330,1,7,13,237,217,0,7,13,217,20,500,263,0,18,1,61,56,79,2
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL SÂNPETRU MIC",607,VARIAŞ,159213,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:29:07",455,445,0,6,4,191,181,0,6,4,177,14,500,309,2,9,2,18,10,133,3
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL SOCA",305,BANLOC,155591,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:47:59",449,436,0,5,8,248,235,0,5,8,227,21,500,252,1,17,1,27,33,144,4
37,TIMIŞ,"GRADINITA CU PROGRAM NORMAL TOAGER",422,GIERA,157273,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:18:07",319,305,0,5,9,164,150,0,5,9,141,23,383,219,3,11,0,29,15,83,0
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL VIZEJDIA",441,GOTTLOB,159419,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:01:48",367,365,1,1,0,160,159,0,1,0,148,12,600,440,1,17,0,9,26,92,3
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT BECICHERECU MIC",317,"BECICHERECU MIC",155760,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:48:16",1585,1572,3,0,10,796,786,0,0,10,765,31,1800,1004,10,30,7,322,96,295,5
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT DUDEȘTII NOI",379,"DUDEŞTII NOI",159384,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:57:29",1548,1513,3,26,6,878,845,1,26,6,843,35,1700,822,4,13,2,541,42,231,10
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT DUDEȘTII NOI",380,"DUDEŞTII NOI",159384,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:47:51",1658,1606,1,36,15,981,930,0,36,15,956,25,1800,819,7,31,5,609,45,251,8
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT GIARMATA",416,GIARMATA,157246,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:06:55",1679,1669,1,8,1,802,792,1,8,1,768,34,2049,1247,11,33,13,242,129,330,10
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NADRAG",487,NĂDRAG,157898,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:08:10",1020,1000,1,5,14,545,526,0,5,14,525,20,1100,555,5,40,1,101,47,329,2
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 11 ( GRĂDINIŢA CU PROGRAM PRELUNGIT NR.12)",138,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:32:36",732,723,2,7,0,282,275,0,7,0,278,4,800,518,2,11,5,140,22,94,4
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.11 TIMIȘOARA",125,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:09:21",961,954,3,4,0,439,435,0,4,0,421,18,1000,561,12,13,3,201,35,148,9
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.11 TIMIȘOARA",124,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:17:44",1132,1122,0,10,0,485,475,0,10,0,462,23,1200,715,8,10,12,217,39,170,6
37,TIMIŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.13 TIMIȘOARA",207,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:50:40",452,447,0,5,0,225,220,0,5,0,221,4,500,275,7,21,6,93,39,49,6
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.2",228,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:35:37",1396,1386,3,7,0,524,517,0,7,0,497,27,1500,976,10,29,12,145,68,212,21
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.20 (GRĂDINIŢA CU PROGRAM PRELUNGIT NR.9 ”CARLA PELZ”)",49,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:36:40",1294,1273,10,8,3,606,595,0,8,3,592,14,1300,694,9,13,8,332,44,172,14
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.20 (GRĂDINIŢA CU PROGRAM PRELUNGIT NR.9 ”CARLA PELZ”)",48,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:52:33",1348,1335,7,6,0,620,614,0,6,0,600,20,1400,780,12,17,11,298,43,201,18
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.20 TIMIȘOARA",177,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:57:58",1467,1449,11,7,0,606,599,0,7,0,578,28,1500,894,7,9,14,304,49,188,7
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.20 TIMIȘOARA",178,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:38:14",1300,1277,15,7,1,621,613,0,7,1,609,12,1300,679,7,18,18,293,49,204,20
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.20 TIMIȘOARA",176,"MUNICIPIUL TIMIŞOARA",155243,6,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 14:36:23",1449,1420,19,10,0,590,580,0,10,0,559,31,1500,910,12,21,3,288,42,185,8
37,TIMIŞ,"GRADINIŢA CU PROGRAM PRELUNGIT NR.23",145,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:31:56",1126,1103,14,9,0,446,437,0,9,0,429,17,1200,754,7,16,10,227,25,138,6
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.26",46,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:05:32",1219,1204,0,15,0,532,517,0,15,0,515,17,1300,768,10,11,5,304,27,143,15
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.26",47,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:24:59",1227,1203,10,13,1,524,510,0,13,1,508,16,1300,776,8,16,0,285,27,158,14
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.2 (GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 1)",106,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:40:17",1928,1895,18,15,0,959,943,1,15,0,920,39,2000,1041,10,15,13,515,44,307,16
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.2 (GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 1)",107,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:15:43",1847,1814,18,15,0,880,864,1,15,0,858,22,1900,1020,8,27,15,438,66,291,13
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.3",211,"MUNICIPIUL LUGOJ",155350,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:41:54",1354,1339,5,10,0,625,615,0,10,0,598,27,1400,775,6,23,13,147,95,265,49
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.3",210,"MUNICIPIUL LUGOJ",155350,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 13:17:48",1631,1622,0,8,1,657,648,0,8,1,594,63,1700,1043,11,26,6,152,111,252,36
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.36",41,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:02:32",1165,1152,3,10,0,470,460,0,10,0,443,27,1200,730,7,11,8,239,29,141,8
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 36 (FOSTA GRĂDINIŢĂ NR. 37)",19,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:28:45",1329,1310,11,8,0,525,516,1,8,0,509,16,1400,875,7,21,9,259,32,168,13
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 36 (FOSTA GRĂDINIŢĂ NR. 37)",18,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:40:19",1654,1599,41,14,0,703,689,0,14,0,694,9,1700,997,5,17,8,394,32,230,8
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.38 ( GRĂDINIŢA CU PROGRAM PRELUNGIT NR.6 )",203,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:57:15",1294,1283,3,8,0,574,566,0,8,0,558,16,1300,726,13,21,9,272,56,177,10
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.38 ( GRĂDINIŢA CU PROGRAM PRELUNGIT NR.6 )",204,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:00:53",1246,1230,10,6,0,526,520,0,6,0,505,21,1300,774,4,13,7,236,70,164,11
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.4",213,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:05:56",1011,1007,2,2,0,394,392,0,2,0,371,23,1100,706,14,26,10,57,94,162,8
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.4",212,"MUNICIPIUL LUGOJ",155350,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:03:36",1189,1180,2,7,0,471,464,0,7,0,448,23,1200,729,10,29,2,145,50,202,10
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.5",215,"MUNICIPIUL LUGOJ",155350,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:05:50",1247,1243,2,2,0,481,479,0,2,0,439,42,1300,819,7,17,4,136,55,204,16
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.5",216,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:46:43",1106,1098,0,7,1,443,435,0,7,1,436,7,1500,1057,10,20,8,109,69,210,10
37,TIMIŞ,"GRADINITA PN",373,DAROVA,156623,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:39:30",298,285,0,4,9,220,207,0,4,9,206,14,300,80,2,11,0,53,29,103,8
37,TIMIŞ,"GRADINITA PN BODO",299,BALINŢ,155546,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:53:01",438,428,1,5,4,247,238,0,5,4,225,22,600,353,5,23,1,124,18,52,2
37,TIMIŞ,"GRADINITA PN JEBEL",450,JEBEL,157424,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:53:35",1631,1583,5,13,30,902,859,0,13,30,857,45,1700,798,15,37,7,264,109,407,18
37,TIMIŞ,"GRĂDINIŢA PN UTVIN",559,"SÂNMIHAIU ROMÂN",158699,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:27:56",1374,1349,5,13,7,726,706,0,13,7,682,44,1403,677,28,22,3,255,125,237,12
37,TIMIŞ,"GRĂDINIŢA PP1 NR.1 ETAJ, SÂNNICOLAU MARE",295,"ORAŞ SÂNNICOLAU MARE",155528,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:16:05",1456,1438,1,3,14,686,668,1,3,14,649,37,1700,1014,12,23,8,300,67,220,19
37,TIMIŞ,"GRĂDINIŢA PP1 NR.1 PARTER, SÂNNICOLAU MARE",294,"ORAŞ SÂNNICOLAU MARE",155528,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:17:17",2055,1916,133,3,3,872,865,1,3,3,831,41,2200,1328,17,46,6,335,108,306,13
37,TIMIŞ,"IMOBIL PROPRIETATE A FUNDAȚIEI MISIUNEA PÂINEA VIEȚII",231,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:13:09",470,462,0,7,1,228,220,0,7,1,214,14,800,572,11,15,8,21,48,82,29
37,TIMIŞ,"IMOBIL PROPRIETATE A SOCIETĂȚII BOTEȘTI S.R.L.",229,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:29:42",1342,1325,8,9,0,632,623,0,9,0,613,19,1400,768,9,31,7,211,60,264,31
37,TIMIŞ,"IMOBIL PROPRIETATE A SOCIETĂȚII RIVA INTIMA S.R.L.",230,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:25:35",1338,1315,1,22,0,589,567,0,22,0,556,33,1400,811,8,27,4,161,80,258,18
37,TIMIŞ,"IMOBIL PROPRIETATE A SOCIETĂȚII VITIDA MINERAL SRL-FOST MAGAZIN PREZENTARE",218,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:04:33",1365,1357,0,8,0,560,552,0,8,0,517,43,1400,840,6,52,4,93,85,250,27
37,TIMIŞ,"INCUBATORUL DE AFACERI JIMBOLIA",279,"ORAŞ JIMBOLIA",155494,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:59:23",1457,1443,0,12,2,572,558,0,12,2,525,47,1600,1028,12,28,5,145,106,203,26
37,TIMIŞ,"INSPECTORATUL TERITORIAL AL POLIŢIEI DE FRONTIERĂ TIMIȘOARA",11,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:28:46",1175,1159,6,10,0,432,422,0,10,0,416,16,1200,768,7,21,8,205,34,127,14
37,TIMIŞ,"INSPECTORATUL TERITORIAL AL POLIŢIEI DE FRONTIERĂ TIMIȘOARA",12,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:57:46",1320,1301,6,13,0,486,473,0,13,0,477,9,1400,914,7,19,11,255,31,149,5
37,TIMIŞ,"LICEUL CU PROGRAM SPORTIV ”BANATUL”",109,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 14:58:51",1223,1192,21,8,2,509,499,0,8,2,490,19,1600,1091,7,10,4,269,33,163,4
37,TIMIŞ,"LICEUL DE ARTĂ ”ION VIDU” TIMIȘOARA",110,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:18:50",525,501,3,21,0,240,219,0,21,0,233,7,1000,760,5,4,4,133,13,72,2
37,TIMIŞ,"LICEUL DE ARTE PLASTICE TIMIȘOARA ( FOSTUL GRUP ȘCOLAR TUDOR TĂNĂSESCU)",165,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:51:29",872,848,4,15,5,285,271,0,10,4,276,9,1200,915,6,8,8,142,30,80,2
37,TIMIŞ,"LICEUL DE ARTE PLASTICE TIMIȘOARA ( FOSTUL GRUP ȘCOLAR TUDOR TĂNĂSESCU)",163,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:56:34",1567,1545,18,0,4,598,593,1,0,4,583,15,1600,1002,0,37,7,285,68,174,12
37,TIMIŞ,"LICEUL DE ARTE PLASTICE TIMIȘOARA ( FOSTUL GRUP ȘCOLAR TUDOR TĂNĂSESCU)",164,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:19:38",1284,1264,0,11,9,380,360,0,11,9,362,18,1300,920,7,29,6,171,31,115,3
37,TIMIŞ,"LICEUL TEHNOLOGIC ”AZUR” TIMIȘOARA",127,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:35:18",945,916,19,10,0,484,470,4,10,0,472,12,1400,916,9,14,7,270,22,145,5
37,TIMIŞ,"LICEUL TEHNOLOGIC ”AZUR” TIMIȘOARA",130,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:44:30",1304,1274,15,15,0,535,520,0,15,0,513,22,1300,765,9,26,5,249,42,175,7
37,TIMIŞ,"LICEUL TEHNOLOGIC ”AZUR” TIMIȘOARA",128,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:36:01",1063,1051,6,6,0,441,435,0,6,0,415,26,1100,659,10,8,9,209,34,137,8
37,TIMIŞ,"LICEUL TEHNOLOGIC ”AZUR” TIMIȘOARA",131,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:58:35",1030,1026,2,2,0,421,419,0,2,0,400,21,1100,679,4,11,9,210,38,122,6
37,TIMIŞ,"LICEUL TEHNOLOGIC ”AZUR” TIMIȘOARA",129,"MUNICIPIUL TIMIŞOARA",155243,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-14 14:37:47",1132,1121,4,7,0,468,461,0,7,0,445,16,1200,732,8,21,6,223,29,155,3
37,TIMIŞ,"LICEUL TEHNOLOGIC ”AZUR” TIMIȘOARA",126,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:09:01",1220,1210,3,7,0,511,504,0,7,0,495,16,1300,789,7,32,6,245,41,162,2
37,TIMIŞ,"LICEUL TEHNOLOGIC CRISTOFOR NAKO ORAŞ SÂNNICOLAU MARE",296,"ORAŞ SÂNNICOLAU MARE",155528,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:41:12",1820,1770,3,14,33,764,716,1,14,33,707,57,2000,1236,18,33,4,272,92,275,13
37,TIMIŞ,"LICEUL TEHNOLOGIC DE INDUSTRIE ALIMENTARĂ",51,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:33:06",993,969,10,14,0,418,401,3,14,0,412,6,1000,582,6,10,8,203,36,141,8
37,TIMIŞ,"LICEUL TEHNOLOGIC DE INDUSTRIE ALIMENTARĂ",52,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:38:05",1133,1124,4,5,0,535,530,0,5,0,516,19,1200,665,13,11,16,283,34,149,10
37,TIMIŞ,"LICEUL TEHNOLOGIC DE VEST TIMIȘOARA",65,"MUNICIPIUL TIMIŞOARA",155243,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-14 14:19:29",990,972,7,11,0,409,396,2,11,0,389,20,1100,691,7,15,12,224,23,100,8
37,TIMIŞ,"LICEUL TEHNOLOGIC DE VEST TIMIȘOARA",66,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:23:08",910,882,18,10,0,395,384,1,10,0,377,18,900,505,5,16,2,199,38,109,8
37,TIMIŞ,"LICEUL TEHNOLOGIC DE VEST TIMIȘOARA",64,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:54:55",1211,1149,42,11,9,418,396,2,11,9,405,13,1200,782,3,10,2,232,26,128,4
37,TIMIŞ,"LICEUL TEHNOLOGIC ELECTROTIMIŞ TIMIȘOARA",152,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:18:45",1609,1589,13,7,0,708,701,0,7,0,688,20,1600,892,10,25,10,335,73,227,8
37,TIMIŞ,"LICEUL TEHNOLOGIC ELECTROTIMIŞ TIMIȘOARA",151,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:36:42",1638,1619,8,11,0,701,690,0,11,0,679,22,1700,999,9,26,20,304,77,231,12
37,TIMIŞ,"LICEUL TEHNOLOGIC ELECTROTIMIŞ TIMIȘOARA",150,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:24:47",1591,1573,5,13,0,746,732,1,13,0,731,15,1600,854,9,19,8,366,66,250,13
37,TIMIŞ,"LICEUL TEHNOLOGIC ELECTROTIMIŞ TIMIȘOARA",153,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:51:22",1489,1478,1,10,0,508,498,0,10,0,494,14,1500,992,12,28,7,195,68,170,14
37,TIMIŞ,"LICEUL TEHNOLOGIC ELECTROTIMIŞ TIMIȘOARA (ŞCOALA GIMNAZIALĂ NR.20 )",200,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:58:53",1868,1855,5,8,0,1028,1019,1,8,0,993,35,1900,872,12,31,11,535,73,314,17
37,TIMIŞ,"LICEUL TEHNOLOGIC ENERGETIC ”REGELE FERDINAND I” TIMIȘOARA - CĂMIN NR.1 (FOST GRUP ŞCOLAR ”TUDOR TĂNĂSESCU”)",183,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:13:20",1324,1304,10,10,0,489,479,0,10,0,480,9,1400,911,9,20,5,243,44,154,5
37,TIMIŞ,"LICEUL TEHNOLOGIC ENERGETIC ”REGELE FERDINAND I” TIMIȘOARA - CĂMIN NR.1 (FOST GRUP ŞCOLAR ”TUDOR TĂNĂSESCU”)",184,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:53:34",1244,1231,3,10,0,430,420,0,10,0,421,9,1300,870,9,14,8,218,42,121,9
37,TIMIŞ,"LICEUL TEHNOLOGIC ENERGETIC ”REGELE FERDINAND I” TIMIȘOARA - CĂMIN NR.1 (FOST GRUP ŞCOLAR ”TUDOR TĂNĂSESCU”)",181,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:02:33",1323,1309,6,7,1,547,539,0,7,1,535,12,1400,853,9,13,10,263,35,193,12
37,TIMIŞ,"LICEUL TEHNOLOGIC ENERGETIC ”REGELE FERDINAND I” TIMIȘOARA - CĂMIN NR.1 (FOST GRUP ŞCOLAR ”TUDOR TĂNĂSESCU”)",182,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:55:06",1133,1116,1,16,0,417,401,0,16,0,411,6,1200,783,6,10,17,210,42,117,9
37,TIMIŞ,"LICEUL TEHNOLOGIC JIMBOLIA",276,"ORAŞ JIMBOLIA",155494,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:08:53",1398,1388,0,6,4,490,480,0,6,4,481,9,1500,1010,19,28,7,133,93,172,29
37,TIMIŞ,"LICEUL TEHNOLOGIC JIMBOLIA",275,"ORAŞ JIMBOLIA",155494,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:50:33",1708,1682,9,12,5,596,576,3,12,5,569,27,2000,1404,14,47,12,150,139,181,26
37,TIMIŞ,"LICEUL TEHNOLOGIC ”SFÂNTUL NICOLAE” DETA",251,"ORAŞ DETA",155458,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:41:16",1671,1645,2,10,14,702,678,0,10,14,666,36,2000,1298,13,36,7,119,84,398,9
37,TIMIŞ,"LICEUL TEHNOLOGIC ”TRAIAN GROZĂVESCU” NĂDRAG",488,NĂDRAG,157898,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:06:12",1061,1047,1,8,5,570,557,0,8,5,550,20,1100,530,4,35,6,134,43,301,27
