precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNGUREANU GHEORGHE-ADRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","ILIOIU ION-CĂTĂLIN-PARTIDUL SOCIAL DEMOCRAT-voturi","STĂNCESCU FLORIN-TRAIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","IORDACHE DANIEL-ION-PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi"
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ MATEI BASARAB CORP A, SAT BREBU MÎNĂSTIREI, NR.799",348,BREBU,132404,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:20:45",1494,1473,1,17,3,946,925,1,17,3,925,21,1600,654,470,391,20,44
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ MATEI BASARAB CORP B, SAT BREBU MÎNĂSTIREI, NR.803",347,BREBU,132404,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:01:31",890,866,0,21,3,577,553,0,21,3,567,10,900,323,299,218,14,36
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ MATEI BASARAB, ŞCOALĂ GIMNAZIALĂ PIETRICEAUA, SAT PIETRICEAUA, NR.1",351,BREBU,132404,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:59:37",867,863,0,3,1,510,506,0,3,1,496,14,1000,490,266,203,20,7
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ MATEI BASARAB, ŞCOALĂ PRIMARĂ STRUCTURĂ, NR.2, SAT BREBU MEGIEŞESC, NR.53",349,BREBU,132404,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:50:15",1450,1424,2,23,1,912,887,1,23,1,896,16,1600,688,356,466,15,59
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ MATEI BASARAB, ŞCOALĂ PRIMARĂ STRUCTURĂ, SAT BREBU MEGIEŞESC, NR.278",350,BREBU,132404,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:56:21",1040,1023,0,16,1,679,662,0,16,1,665,14,1100,421,339,272,25,29
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ MATEI BASARAB, ŞCOALĂ PRIMARĂ STRUCTURĂ, SAT PODU CHEII, NR.12",352,BREBU,132404,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:17:04",136,125,0,11,0,103,92,0,11,0,102,1,148,45,59,39,1,3
