precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"EPUREANU ION-PARTIDUL NAȚIONAL LIBERAL-voturi","KALLOS JANOS-CSONGOR-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","IONESCU SORIN-GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","DUDAŞ NICOLETA-PARTIDUL MIȘCAREA POPULARĂ-voturi","MUCSA GHEORGHE-GABRIEL-voturi"
8,BRAŞOV,"GRĂDINIȚA CU PROGRAM NORMAL RACOȘ",404,RACOŞ,41701,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:49:54",1058,1052,2,4,0,706,701,1,4,0,671,35,1200,494,213,89,3,6,360
8,BRAŞOV,"SCOALA GENERALA „BETHLEN SAMUEL”",403,RACOŞ,41701,4,PART,PRCNCT,P,P_SV,"2024-06-10 13:54:38",1132,1119,0,9,4,688,675,0,9,4,581,107,1200,512,339,33,14,23,172
8,BRAŞOV,"ȘCOALA PRIMARĂ ”IOAN IOSIF” MATEIAȘ",405,RACOŞ,41701,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:57:42",402,395,0,7,0,235,228,0,7,0,206,29,433,198,104,3,28,2,69
