precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
2,ARAD,"CĂMINUL CULTURAL DIN CARTIERUL TRAIAN",129,"ORAŞ INEU",9538,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:16:21",1351,1342,2,1,6,827,818,2,1,6,805,22,1478,651,561,67,137,27,13
2,ARAD,"COLEGIUL ”MIHAI VITEAZUL” INEU",128,"ORAŞ INEU",9538,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:21:30",1560,1544,4,8,4,869,857,0,8,4,848,21,1705,836,467,97,228,35,21
2,ARAD,"GRĂDINIȚA CU PROGRAM NORMAL CU 4 (PATRU) SĂLI DE GRUPĂ",127,"ORAŞ INEU",9538,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:22:13",1511,1490,3,18,0,900,881,1,18,0,854,46,1663,763,599,60,149,35,11
2,ARAD,"SALA DE SPORT",130,"ORAŞ INEU",9538,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:02:10",1291,1273,2,10,6,715,698,1,10,6,703,12,1404,689,411,84,174,25,9
2,ARAD,"ȘCOALA GIMNAZIALĂ INEU",126,"ORAŞ INEU",9538,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:01:55",1393,1375,2,12,4,782,766,0,12,4,753,13,1517,751,389,76,257,22,9
2,ARAD,"ŞCOALA GIMNAZIALĂ MOCREA",131,"ORAŞ INEU",9538,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:32:38",585,572,0,13,0,299,286,0,13,0,279,20,644,345,225,7,37,5,5
