precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","SPULBER GHEORGHE-voturi"
41,VRANCEA,SCOALA,110,BOGHEŞTI,175260,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:42:28",415,388,0,16,11,286,259,0,16,11,273,13,425,139,11,169,26,65,2
41,VRANCEA,"ȘCOALA GIMNAZIALĂ BOGHEȘTI",108,BOGHEŞTI,175260,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:06:09",658,625,0,12,21,455,422,0,12,21,425,30,686,222,111,120,23,123,48
41,VRANCEA,"SCOALA IUGANI",109,BOGHEŞTI,175260,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:00:19",110,95,0,11,4,77,62,0,11,4,74,3,114,37,15,18,10,29,2
