precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
10,BUZĂU,"CĂMINUL CULTURAL BREAZA",171,BREAZA,45619,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:24:16",762,754,3,3,2,420,415,0,3,2,409,11,830,410,96,40,247,26
10,BUZĂU,"CĂMINUL CULTURAL VISPEȘTI",173,BREAZA,45619,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:57:03",542,541,0,0,1,277,276,0,0,1,264,13,589,312,54,36,151,23
10,BUZĂU,"ŞCOALA GENERALĂ GRECEANCA",172,BREAZA,45619,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:29:21",743,730,0,3,10,367,354,0,3,10,355,12,820,453,54,24,234,43
