precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"NAGY MIKLÓS-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","JURCA IOAN-PARTIDUL SOCIAL DEMOCRAT-voturi","MĂLĂIEŞ BOGDAN-UNIUNEA CREȘTIN DEMOCRATĂ DIN ROMÂNIA-voturi","KOMAROMI ISTVAN-ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi"
5,BIHOR,"ȘCOALA GIMNAZIALĂ SZALARDI JANOS SĂLARD",538,SĂLARD,31011,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:57:21",1365,1319,7,25,14,773,732,2,25,14,747,26,1470,697,458,23,26,240
5,BIHOR,"ȘCOALA GIMNAZIALĂ SZALARDI JANOS SĂLARD",537,SĂLARD,31011,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:19:43",1210,1199,3,3,5,581,572,1,3,5,575,6,1323,742,257,28,56,234
5,BIHOR,"ȘCOALA PRIMARĂ NR.1",539,SĂLARD,31011,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:18:14",623,616,1,2,4,411,405,0,2,4,395,16,688,277,261,4,0,130
5,BIHOR,"ȘCOALA PRIMARĂ NR. 2",540,SĂLARD,31011,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:46:56",525,508,7,4,6,293,283,0,4,6,282,11,568,275,216,2,0,64
