precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"COMAN GHEORGHE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FELEGEAN MIRCEA-AUGUSTIN-PARTIDUL NAȚIONAL LIBERAL-voturi"
28,MUREŞ,"GRĂDINIŢA CU PROGRAM NORMAL ARCHITA",557,VÂNĂTORI,120254,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:32:22",724,713,3,8,0,296,287,1,8,0,284,12,780,484,135,149
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ” PETRE N. POPESCU ” VÎNĂTORI",556,VÂNĂTORI,120254,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:08:45",1462,1450,0,1,11,724,712,0,1,11,648,76,1605,881,189,459
28,MUREŞ,"ŞCOALA PRIMARĂ FELEAG",558,VÂNĂTORI,120254,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:54:33",150,145,0,5,0,69,64,0,5,0,67,2,160,91,7,60
28,MUREŞ,"ŞCOALA PRIMARĂ MURENI",559,VÂNĂTORI,120254,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:24:27",284,266,0,7,11,163,145,0,7,11,153,10,305,142,34,119
28,MUREŞ,"ŞCOALA PRIMARĂ ŞOARD",560,VÂNĂTORI,120254,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:19:43",626,623,0,3,0,366,363,0,3,0,327,38,704,339,72,255
