precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GHIŢ IOAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FARCAŞ DELIA-PARTIDUL NAȚIONAL LIBERAL-voturi","BARA VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi"
5,BIHOR,"CĂMINUL CULTURAL",388,DRĂGEŞTI,29341,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:57:05",245,221,1,16,7,187,164,0,16,7,184,3,250,63,14,164,6
5,BIHOR,"CĂMINUL CULTURAL TOPEŞTI",391,DRĂGEŞTI,29341,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:41:43",183,163,0,14,6,134,114,0,14,6,134,0,194,60,3,125,6
5,BIHOR,"CENTRU COMUNITAR INTEGRAT",390,DRĂGEŞTI,29341,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:24:07",1224,1091,2,101,30,808,677,0,101,30,787,21,1176,368,18,738,31
5,BIHOR,"PRIMĂRIA DRĂGEŞTI",387,DRĂGEŞTI,29341,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:44:14",351,265,0,79,7,284,198,0,79,7,281,3,303,19,8,267,6
5,BIHOR,"ŞCOALA CU CLASELE I-IV",389,DRĂGEŞTI,29341,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:30:00",214,169,0,32,13,164,119,0,32,13,164,0,186,22,1,149,14
