precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
3,ARGEŞ,"CĂMINUL CULTURAL VALEA DANULUI",505,"VALEA DANULUI",19631,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:29:55",1630,1605,0,5,20,1093,1068,0,5,20,1060,33,1819,726,43,189,441,387
3,ARGEŞ,"CĂMINUL CULTURAL VERNEŞTI",506,"VALEA DANULUI",19631,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:38:57",870,855,1,4,10,600,585,1,4,10,585,15,900,300,34,122,213,216
