precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BUDĂU-ROŞU MIHAIL-PARTIDUL NAȚIONAL LIBERAL-voturi","DOBOŞ ANTON-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ŞILER ANTON-PARTIDUL SOCIAL DEMOCRAT-voturi","COJAN BEBI-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","TRIFESCU MARCELIN-IOSIF-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","DOGARU GHEORGHE-SILVESTRU-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
4,BACĂU,"ȘCOALA GIMNAZIALĂ NR.1 VALEA-SEACĂ",462,"NICOLAE BĂLCESCU",23715,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:32:23",772,762,0,6,4,309,299,0,6,4,290,19,800,491,136,13,66,23,43,9
4,BACĂU,"ȘCOALA GIMNAZIALĂ NR.1 VALEA-SEACĂ",464,"NICOLAE BĂLCESCU",23715,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:25:45",657,646,0,6,5,260,249,0,6,5,246,14,700,440,101,18,65,26,33,3
4,BACĂU,"ȘCOALA GIMNAZIALĂ NR.1 VALEA-SEACĂ",463,"NICOLAE BĂLCESCU",23715,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:36:11",1032,1021,0,9,2,451,440,0,9,2,414,37,1100,649,168,24,105,52,56,9
4,BACĂU,"SCOALA NICOLAE BALCESCU",458,"NICOLAE BĂLCESCU",23715,2,PART,PRCNCT,P,P_SV,"2024-06-13 15:36:16",1596,1580,5,4,7,689,678,0,4,7,676,13,1800,1111,82,86,156,47,260,45
4,BACĂU,"SCOALA NICOLAE BALCESCU",457,"NICOLAE BĂLCESCU",23715,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:18:42",1252,1249,0,2,1,540,537,0,2,1,511,29,1400,860,65,57,136,32,191,30
4,BACĂU,"SCOALA NICOLAE BALCESCU",459,"NICOLAE BĂLCESCU",23715,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:17:57",1677,1666,2,0,9,658,649,0,0,9,633,25,1800,1142,67,57,164,52,249,44
4,BACĂU,"ŞCOALA SATUL GALBENI",460,"NICOLAE BĂLCESCU",23715,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:54:09",1215,1211,2,0,2,550,548,0,0,2,523,27,1300,750,92,41,123,15,134,118
4,BACĂU,"ŞCOALA SATUL LĂRGUŢA",461,"NICOLAE BĂLCESCU",23715,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:31:25",165,161,0,4,0,92,88,0,4,0,89,3,200,108,35,6,30,4,11,3
