precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CERNEA FLORIN-BOGDAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ENE SORIN-ADRIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","PANCIU DOREL-DANIEL-PARTIDUL NAȚIONAL LIBERAL-voturi","LAZĂR NELU-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
12,CĂLĂRAŞI,"GRĂDINIȚA CU PROGRAM NORMAL NR.5 PODU PITARULUI",192,PLĂTĂREŞTI,104635,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:08:17",218,211,0,3,4,218,211,0,3,4,214,4,355,137,12,164,32,6
12,CĂLĂRAŞI,"GRĂDINIȚA CU PROGRAM NORMAL NR.5 PODU PITARULUI",191,PLĂTĂREŞTI,104635,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:51:32",435,426,0,3,6,283,274,0,3,6,272,11,475,192,7,216,48,1
12,CĂLĂRAŞI,"PRIMĂRIA PLĂTĂREŞTI",189,PLĂTĂREŞTI,104635,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:38:03",1025,985,0,33,7,663,623,0,33,7,645,18,1082,419,37,514,64,30
12,CĂLĂRAŞI,"ŞCOALA PRIMARĂ NR.3 DOROBANȚU",190,PLĂTĂREŞTI,104635,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:40:25",800,777,2,9,12,580,558,1,9,12,562,18,862,282,11,455,90,6
