precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
10,BUZĂU,"GRĂDINIŢA DE COPII VADU SOREŞTI",419,ZĂRNEŞTI,50415,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:18:24",1021,994,1,17,9,663,637,0,17,9,635,28,1100,437,170,385,10,70
10,BUZĂU,"GRĂDINIŢA DE COPII ZĂRNEŞTI",420,ZĂRNEŞTI,50415,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:16:43",852,820,1,19,12,579,548,0,19,12,555,22,900,323,99,348,1,107
10,BUZĂU,"SCOALA GENERALA PRUNENI",418,ZĂRNEŞTI,50415,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:06:30",296,268,1,22,5,218,190,1,22,5,213,4,321,104,81,120,1,11
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”CONSTANTIN POPESCU” FUNDENI",417,ZĂRNEŞTI,50415,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:21:57",1877,1831,3,16,27,1167,1130,0,16,21,1102,65,2000,833,368,470,40,224
