precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SCHEULEAC PETRU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","GEMĂNARI GEORGE-PARTIDUL SOCIAL DEMOCRAT-voturi","ZAMCU VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi"
35,SUCEAVA,"CASA TINERETULUI",470,STULPICANI,150356,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:03:54",1210,1205,1,4,0,705,701,0,4,0,688,17,1325,620,22,88,578
35,SUCEAVA,"GRĂDINIȚA CU PROGRAM NORMAL NEGRILEASA",473,STULPICANI,150356,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:02:32",810,804,0,6,0,438,432,0,6,0,427,11,890,452,2,59,366
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL STULPICANI",471,STULPICANI,150356,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:54:32",1073,1070,1,1,1,624,622,0,1,1,608,16,1180,556,13,65,530
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ GEMENEA",472,STULPICANI,150356,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:22:03",619,613,0,6,0,323,317,0,6,0,314,9,675,352,9,25,280
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ SLĂTIOARA",474,STULPICANI,150356,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:47:56",472,467,0,5,0,267,262,0,5,0,258,9,512,245,6,13,239
35,SUCEAVA,"ŞCOALA PRIMARĂ VADU NEGRILESEI",475,STULPICANI,150356,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:28:30",477,469,0,7,1,329,321,0,7,1,315,14,520,191,4,44,267
