precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL PRO ROMÂNIA-voturi"
29,NEAMŢ,"LICEUL TEHNOLOGIC",351,PETRICANI,123424,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:17:51",1434,1431,0,3,0,693,690,0,3,0,665,28,1600,907,46,486,85,6,4,38
29,NEAMŢ,"SCOALA GENERALA",352,PETRICANI,123424,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:34:33",734,734,0,0,0,470,470,0,0,0,453,17,800,330,25,392,23,6,1,6
29,NEAMŢ,"SCOALA GENERALA",354,PETRICANI,123424,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:50:37",1435,1426,0,8,1,622,613,0,8,1,590,32,1501,879,26,385,53,117,3,6
29,NEAMŢ,"SCOALA GENERALA",353,PETRICANI,123424,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:23:18",1089,1089,0,0,0,518,518,0,0,0,497,21,1200,682,89,327,56,11,3,11
