precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
37,TIMIŞ,"CĂMINUL CULTURAL BÂRNA",310,BÂRNA,155957,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:38:29",420,411,0,6,3,283,274,0,6,3,273,10,470,187,106,32,111,7,10,7
37,TIMIŞ,"CĂMINUL CULTURAL BOTINEŞTI",311,BÂRNA,155957,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:57:36",157,145,0,11,1,121,109,0,11,1,109,12,150,29,63,10,33,1,2,0
37,TIMIŞ,"CĂMINUL CULTURAL DRINOVA",312,BÂRNA,155957,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:45:41",144,142,0,0,2,108,106,0,0,2,103,5,150,42,58,4,34,4,0,3
37,TIMIŞ,"CĂMINUL CULTURAL JUREŞTI",313,BÂRNA,155957,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:42:35",181,176,0,5,0,131,126,0,5,0,121,10,200,69,72,7,33,1,0,8
37,TIMIŞ,"CĂMINUL CULTURAL POGĂNEŞTI",314,BÂRNA,155957,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:37:37",279,270,2,7,0,190,182,1,7,0,171,19,300,110,68,18,48,30,3,4
