precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CIUTACU DANIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","DRUGĂU STĂNICĂ-PARTIDUL NAȚIONAL LIBERAL-voturi"
9,BRĂILA,"CAMIN CULTURAL ZAVOAIA",282,ZĂVOAIA,44532,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:32:55",932,921,0,2,9,559,548,0,2,9,542,17,1000,441,97,445
9,BRĂILA,"CĂMINUL CULTURAL DUDESCU",284,ZĂVOAIA,44532,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:47:48",585,583,0,2,0,364,362,0,2,0,356,8,584,220,149,207
9,BRĂILA,"CĂMINUL CULTURAL ZĂVOAIA",283,ZĂVOAIA,44532,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:00:54",876,860,0,4,12,558,542,0,4,12,546,12,1000,442,61,485
