precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","RĂCIANU DANIEL-voturi"
29,NEAMŢ,"SCOALA GIMNAZIALĂ VADURI",156,"ALEXANDRU CEL BUN",124938,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:35:07",877,861,4,9,3,435,423,0,9,3,425,10,900,465,75,131,153,23,22,4,17
29,NEAMŢ,"SCOALA GIMNAZIALĂ VADURI",155,"ALEXANDRU CEL BUN",124938,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:11:03",1850,1827,1,9,13,921,899,0,9,13,891,30,2000,1079,255,220,250,62,53,14,37
29,NEAMŢ,"SCOALA GIMNAZIALĂ VADURI",157,"ALEXANDRU CEL BUN",124938,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:12:16",1118,1094,8,9,7,657,640,1,9,7,635,22,1200,543,169,123,227,30,13,55,18
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ VADURI (CLĂDIREA FOSTEI ȘCOLI DIN SATUL AGÂRCIA)",154,"ALEXANDRU CEL BUN",124938,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:18:13",285,283,1,0,1,139,137,1,0,1,127,12,307,168,31,27,47,10,2,5,5
29,NEAMŢ,"SEDIUL S.V.S.U.",153,"ALEXANDRU CEL BUN",124938,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:53:51",1004,994,3,1,6,505,499,0,1,5,493,12,1102,597,112,128,138,51,39,8,17
