precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
30,OLT,"ȘCOALA VECHE - CORP 1",346,URZICA,129629,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:57:11",1206,1122,0,9,75,771,687,0,9,75,748,23,1225,454,511,137,100
30,OLT,"SCOALA VECHE STĂVARU",347,URZICA,129629,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:30:29",602,552,0,17,33,399,349,0,17,33,384,15,605,206,238,83,63
