precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"APOSTOL GHEORGHE-DANIEL-PARTIDUL NAȚIONAL LIBERAL-voturi","PANDELE MARINEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DUMITRU CARMEN-MIHAELA-PARTIDUL SOCIAL DEMOCRAT-voturi","ŞERBAN MARIANA-PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi","VUŢĂ VIOREL-MARIUS-ALIANȚA PMP - FORȚA DREPTEI-voturi"
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”GHEORGHE LAZĂR” COMUNA BĂRCĂNEŞTI",317,BĂRCĂNEŞTI,130552,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:27:47",1349,1349,0,0,0,587,587,0,0,0,564,23,1505,918,138,53,216,14,143
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”GHEORGHE LAZĂR” COMUNA BĂRCĂNEŞTI",316,BĂRCĂNEŞTI,130552,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:58:39",1315,1312,1,2,0,536,534,0,2,0,512,24,1405,869,176,80,157,32,67
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ROMÂNEŞTI",320,BĂRCĂNEŞTI,130552,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:49:02",1570,1557,0,9,4,709,696,0,9,4,668,41,1720,1011,229,165,191,19,64
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ TĂTĂRANI",322,BĂRCĂNEŞTI,130552,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:35:55",1305,1275,24,4,2,687,681,0,4,2,672,15,1413,726,292,45,257,11,67
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ TĂTĂRANI",321,BĂRCĂNEŞTI,130552,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:08:54",1183,1172,1,2,8,611,601,0,2,8,588,23,1314,703,272,41,217,7,51
31,PRAHOVA,"SEDIUL FOSTEI ŞCOLI CU CLASELE I-IV GHIGHIU",318,BĂRCĂNEŞTI,130552,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:03:15",596,589,1,6,0,317,311,0,6,0,307,8,610,293,174,38,62,11,22
31,PRAHOVA,"SEDIUL FOSTEI ŞCOLI CU CLASELE I-IV PUŞCAŞI",319,BĂRCĂNEŞTI,130552,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:59:26",330,318,0,12,0,172,160,0,12,0,169,3,404,232,56,77,31,3,2
