precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STAN CLAUDIU-LUCIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","TUDORA IULIAN-SORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","PREDA VASILE-CRISTINEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","IONESCU IONELA-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
3,ARGEŞ,"CĂMIN CULTURAL DRĂGANU",344,DRĂGANU,16506,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:20:19",748,732,1,14,1,472,457,0,14,1,458,13,785,313,364,22,69,3
3,ARGEŞ,"ŞCOALA DUMBRĂVEŞTI",345,DRĂGANU,16506,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:44:11",406,401,0,5,0,263,258,0,5,0,256,7,460,197,157,6,66,27
3,ARGEŞ,"ŞCOALA PRISLOP",346,DRĂGANU,16506,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:59:22",524,523,0,1,0,314,313,0,1,0,310,4,575,261,209,23,65,13
