precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TUDOR PETRE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CRĂCIUN FLORIN-PARTIDUL SOCIAL DEMOCRAT-voturi","DINU NICOLAE-FLORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","CERCEL GELU-PARTIDUL MIȘCAREA POPULARĂ-voturi"
14,CONSTANŢA,"CAMIN CULTURAL LIPNITA",468,LIPNIŢA,62057,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:21:48",426,417,0,2,7,426,417,0,2,7,412,14,811,385,5,182,219,6
14,CONSTANŢA,"CĂMINUL CULTURAL CANLIA",469,LIPNIŢA,62057,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:10:43",399,395,0,4,0,218,214,0,4,0,214,4,436,218,18,81,107,8
14,CONSTANŢA,"ȘCOALA GENERALĂ CU CLASELE I - IV CUIUGIUC",472,LIPNIŢA,62057,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:17:26",143,137,0,6,0,79,73,0,6,0,79,0,150,71,2,35,40,2
14,CONSTANŢA,"ȘCOALA GENERALĂ CU CLASELE I - IV GORUNI",473,LIPNIŢA,62057,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:20:35",83,74,0,9,0,53,44,0,9,0,52,1,81,28,2,35,13,2
14,CONSTANŢA,"ȘCOALA GENERALĂ CU CLASELE I - IV IZVOARELE",474,LIPNIŢA,62057,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:42:27",84,81,0,3,0,51,48,0,3,0,49,2,89,38,4,24,21,0
14,CONSTANŢA,"ȘCOALA GIMNAZIALĂ NR.2 CARVĂN",470,LIPNIŢA,62057,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:04:43",339,338,0,1,0,158,157,0,1,0,152,6,374,216,6,100,46,0
14,CONSTANŢA,"ȘCOALA GIMNAZIALĂ NR.3 COSLUGEA",471,LIPNIŢA,62057,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:23:10",570,569,0,1,0,270,269,0,1,0,260,10,626,356,13,102,129,16
