precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ CERVENIA",135,CERVENIA,152500,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:29:41",1214,1182,4,8,20,740,712,0,8,20,710,30,1335,595,369,314,27
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ CERVENIA",136,CERVENIA,152500,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:05:18",1045,1017,1,10,17,601,574,0,10,17,563,38,1126,525,268,264,31
