precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SIMKÓ LAJOS-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","BIRO FERENC-SANDOR-ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi"
5,BIHOR,"CĂMIN CULTURAL",325,CETARIU,28415,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:22:05",207,193,0,7,7,124,110,0,7,7,123,1,194,70,70,53
5,BIHOR,"CLĂDIRE ADMINISTRATIVĂ",322,CETARIU,28415,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:13:45",927,904,0,14,9,627,604,0,14,9,601,26,955,328,142,459
5,BIHOR,"ŞCOALA GENERALĂ",323,CETARIU,28415,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:32:00",505,496,0,6,3,299,290,0,6,3,287,12,533,234,77,210
5,BIHOR,"ŞCOALA GENERALĂ",324,CETARIU,28415,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:52:29",204,188,0,9,7,109,93,0,9,7,95,14,195,86,22,73
