precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","POPA IOAN-voturi"
5,BIHOR,"CĂMIN CULTURAL BĂLNACA",603,ŞUNCUIUŞ,31510,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:07:27",782,766,1,6,9,474,459,0,6,9,438,36,844,369,9,35,221,46,13,114
5,BIHOR,"CAMIN CULTURAL CATUN CARMAZAN",605,ŞUNCUIUŞ,31510,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:02:50",114,109,0,5,0,70,65,0,5,0,67,3,124,54,2,5,30,15,12,3
5,BIHOR,"CAMIN CULTURAL SAT BALNACA GROSI",604,ŞUNCUIUŞ,31510,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:22:07",56,49,0,7,0,38,31,0,7,0,33,5,59,21,1,2,18,2,5,5
5,BIHOR,"LICEUL TEHNOLOGIC NR. 1 - ŞUNCUIUŞ",601,ŞUNCUIUŞ,31510,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:12:30",1275,1171,2,57,45,740,682,1,12,45,714,26,1329,589,114,145,214,120,58,63
5,BIHOR,"SCOALA CU CLASELE I-VIII ZECEHOTARE",606,ŞUNCUIUŞ,31510,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:47:28",141,130,5,2,4,92,85,1,2,4,92,0,146,54,8,9,38,5,32,0
5,BIHOR,"SCOALA CU CLS. I+IV ”POJORATA”",602,ŞUNCUIUŞ,31510,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:44:33",57,52,0,5,0,57,52,0,5,0,54,3,103,46,3,6,31,3,10,1
