precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL ALIANȚA RENAȘTEREA NAȚIONALĂ-voturi","CORB FLORIN-voturi"
5,BIHOR,"ȘCOALA BUCIUM",316,CEICA,28335,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:17:32",184,164,1,16,3,137,118,0,16,3,133,4,184,47,11,37,67,12,1,1,4,0
5,BIHOR,"ȘCOALA CORBEȘTI",318,CEICA,28335,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:51:59",367,340,0,25,2,259,232,0,25,2,235,24,379,120,12,38,83,72,6,6,1,17
5,BIHOR,"ȘCOALA COTIGLET",319,CEICA,28335,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:31:17",290,272,0,13,5,182,164,0,13,5,175,7,306,124,16,44,97,6,3,3,3,3
5,BIHOR,"ȘCOALA DUȘEȘTI",320,CEICA,28335,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:48:27",447,415,0,30,2,286,254,0,30,2,277,9,462,176,9,140,80,5,12,5,24,2
5,BIHOR,"ȘCOALA GIMNAZIALĂ NR.1",315,CEICA,28335,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:40:32",817,756,0,45,16,604,543,0,45,16,575,29,857,253,59,149,195,20,64,42,31,15
5,BIHOR,"ȘCOALA GIMNAZIALĂ, NR. 2",317,CEICA,28335,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:19:10",457,431,0,19,7,283,257,0,19,7,264,19,483,200,18,101,124,0,2,7,6,6
5,BIHOR,"ȘCOALA INCEȘTI",321,CEICA,28335,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:30:24",320,294,0,23,3,235,209,0,23,3,226,9,331,96,7,52,68,20,4,0,73,2
