precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ-voturi"
28,MUREŞ,"CĂMIN CULTURAL SATU NOU",385,"GHEORGHE DOJA",116983,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:53:15",634,606,0,3,25,332,304,0,3,25,319,13,700,302,7,280,4,12,0,16
28,MUREŞ,"CĂMIN CULTURAL TIRIMIA",386,"GHEORGHE DOJA",116983,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:24:10",728,718,0,2,8,333,323,0,2,8,316,17,821,488,63,63,149,17,23,1
28,MUREŞ,"CĂMINUL CULTURAL GHEORGHE DOJA",382,"GHEORGHE DOJA",116983,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:59:54",403,373,1,10,19,203,173,1,10,19,199,4,430,227,2,166,5,20,0,6
28,MUREŞ,"CĂMINUL CULTURAL ILIENI",383,"GHEORGHE DOJA",116983,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:06:05",327,305,0,4,18,182,160,0,4,18,181,1,360,178,1,165,1,10,0,4
28,MUREŞ,"CĂMINUL CULTURAL LEORDENI",384,"GHEORGHE DOJA",116983,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:22:55",314,296,0,3,15,170,152,0,3,15,169,1,329,159,2,121,4,38,0,4
