precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL VIITORUL ȚĂRII FĂGĂRAȘULUI-voturi"
8,BRAŞOV,"CAMIN CULTURAL BECLEAN",299,BECLEAN,40544,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:13:59",777,720,2,42,13,432,376,1,42,13,407,25,762,330,54,61,250,42
8,BRAŞOV,"CAMIN CULTURAL BOHOLT",300,BECLEAN,40544,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:42:50",186,159,0,24,3,148,121,0,24,3,144,4,200,52,2,48,91,3
8,BRAŞOV,"CAMIN CULTURAL CALBOR",301,BECLEAN,40544,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:52:17",236,215,0,19,2,161,140,0,19,2,153,8,218,57,9,18,117,9
8,BRAŞOV,"CAMIN CULTURAL LUTA",303,BECLEAN,40544,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:53:12",90,69,0,19,2,74,53,0,19,2,72,2,104,30,3,16,47,6
8,BRAŞOV,"CLADIRE FOST SEDIU PRIMARIE",302,BECLEAN,40544,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:40:05",406,376,5,17,8,289,264,0,17,8,284,5,400,111,19,172,76,17
