precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MATEI FLORIN-PARTIDUL SOCIAL DEMOCRAT-voturi","SÓFALVI SÁNDOR-SZABOLCS-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","DICUI IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","MOGA ATTILA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
28,MUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”BAMBI” SÂNGEORGIU DE MUREȘ",510,"SÂNGEORGIU DE MUREŞ",114417,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:16:32",1668,1640,3,7,18,889,864,0,7,18,867,22,1790,901,74,722,45,26
28,MUREŞ,"ȘCOALA GIMNAZIALĂ ”SFÂNTUL GHEORGHE” SÂNGEORGIU DE MUREȘ",505,"SÂNGEORGIU DE MUREŞ",114417,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:31:48",1361,1338,9,5,9,788,772,2,5,9,765,23,1500,712,40,653,56,16
28,MUREŞ,"ȘCOALA GIMNAZIALĂ ”SFÂNTUL GHEORGHE” SÂNGEORGIU DE MUREȘ",509,"SÂNGEORGIU DE MUREŞ",114417,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:13:32",1130,1115,7,3,5,615,607,0,3,5,605,9,1230,607,23,552,19,11
28,MUREŞ,"ȘCOALA GIMNAZIALĂ ”SFÂNTUL GHEORGHE” SÂNGEORGIU DE MUREȘ",507,"SÂNGEORGIU DE MUREŞ",114417,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:25:22",1208,1208,0,0,0,652,652,0,0,0,629,23,1350,698,38,578,10,3
28,MUREŞ,"ȘCOALA GIMNAZIALĂ ”SFÂNTUL GHEORGHE” SÂNGEORGIU DE MUREȘ",506,"SÂNGEORGIU DE MUREŞ",114417,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:37:49",1739,1723,0,0,16,953,937,0,0,16,936,17,1938,985,67,767,74,28
28,MUREŞ,"ȘCOALA GIMNAZIALĂ ”SFÂNTUL GHEORGHE” SÂNGEORGIU DE MUREȘ",508,"SÂNGEORGIU DE MUREŞ",114417,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:22:23",1268,1256,0,3,9,649,637,0,3,9,642,7,1400,751,39,567,21,15
28,MUREŞ,"ȘCOALA GIMNAZIALĂ ”SFÂNTUL GHEORGHE” - ȘCOALA PRIMARĂ COTUȘ",511,"SÂNGEORGIU DE MUREŞ",114417,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:16:18",447,437,2,6,2,232,224,0,6,2,199,33,504,272,10,155,3,31
