precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
23,IALOMIŢA,"LOCALUL GRUPULUI ŞCOLAR BORDUŞANI (ZONA „MOARĂ”)",116,BORDUŞANI,92989,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:52:43",1384,1373,4,7,0,565,558,0,7,0,543,22,1550,985,93,450
23,IALOMIŢA,"LOCALUL ŞCOLII CU CLASELE I- VIII CEGANI",117,BORDUŞANI,92989,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:44:56",1137,1120,0,8,9,535,518,0,8,9,511,24,1223,688,108,403
23,IALOMIŢA,"LOCALUL ŞCOLII VECHI DIN CENTRUL SATULUI",115,BORDUŞANI,92989,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:26:42",1379,1371,0,6,2,552,544,0,6,2,527,25,1500,948,94,433
