precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
3,ARGEŞ,"CĂMIN CULTURAL POPEŞTI",463,SĂPATA,18581,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 16:57:39",657,630,0,19,8,494,467,0,19,8,485,9,700,206,87,14,88,296
3,ARGEŞ,CONTAINER,460,SĂPATA,18581,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:54:34",216,208,0,6,2,136,128,0,6,2,131,5,230,94,7,0,34,90
3,ARGEŞ,"ŞCOALA GENERALĂ DEALU BRADULUI",462,SĂPATA,18581,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:19:22",150,137,0,8,5,94,81,0,8,5,92,2,145,51,25,2,21,44
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ DUMITRU UDRESCU SĂPATA",461,SĂPATA,18581,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:25:20",341,322,0,11,8,232,213,0,11,8,226,6,370,138,18,14,27,167
