precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
24,IAŞI,"GRADINITA CU PROGRAM NORMAL DELENI ( SEDIUL NOU)",431,DELENI,96815,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:08:19",1948,1946,0,2,0,739,737,0,2,0,691,48,2100,1361,89,484,72,9,37
24,IAŞI,"GRADINITA CU PROGRAM NORMAL MAXUT",434,DELENI,96815,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:25:52",761,753,0,5,3,358,350,0,5,3,341,17,800,442,40,238,26,27,10
24,IAŞI,"GRADINITA CU PROGRAM NORMAL POIANA",435,DELENI,96815,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:32:46",867,861,0,6,0,402,396,0,6,0,366,36,900,498,87,250,19,3,7
24,IAŞI,"SCOALA GIMNAZIALA DELENI",430,DELENI,96815,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:39:00",1622,1613,0,9,0,682,673,0,9,0,640,42,1800,1118,94,477,36,21,12
24,IAŞI,"SCOALA GIMNAZIALA FEREDENI",432,DELENI,96815,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:58:02",607,603,0,3,1,282,278,0,3,1,262,20,770,488,33,196,20,4,9
24,IAŞI,"ȘCOALA GIMNAZIALĂ MAXUT CORP A",433,DELENI,96815,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:36:51",1082,1079,0,1,2,467,464,0,1,2,454,13,1200,733,65,295,45,38,11
24,IAŞI,"SCOALA GIMNAZIALA SLOBOZIA",436,DELENI,96815,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:25:59",910,903,0,7,0,345,338,0,7,0,321,24,1000,655,37,236,31,6,11
