precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","CIOBANU ILIE-voturi"
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR. 1 LUNGULEŢU",286,LUNGULEŢU,67906,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:43:57",1390,1388,0,2,0,929,927,0,2,0,893,1,1522,593,137,688,68
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR. 2 LUNGULEŢU",285,LUNGULEŢU,67906,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:27:48",869,868,0,1,0,578,577,0,1,0,552,26,960,382,75,439,38
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ NR. 2 LUNGULEŢU",284,LUNGULEŢU,67906,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:02:02",984,980,0,4,0,653,649,0,4,0,644,9,1070,417,92,496,56
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ SERDANU",287,LUNGULEŢU,67906,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:34:28",1055,1053,0,2,0,706,704,0,2,0,693,13,1168,462,140,524,29
