precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"LAŢCU PETRU-COSMIN-PARTIDUL NAȚIONAL LIBERAL-voturi","DAMIAN ION-IACOB-PARTIDUL SOCIAL DEMOCRAT-voturi"
11,CARAŞ-SEVERIN,"SALA DE SPORT",353,VERMEŞ,54537,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:30:18",801,742,0,31,28,615,556,0,31,28,596,18,816,201,284,312
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ ERSIG",354,VERMEŞ,54537,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:37:50",268,251,0,10,7,174,157,0,10,7,173,1,275,101,91,82
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ IZGAR",355,VERMEŞ,54537,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:11:25",240,218,0,12,10,184,162,0,12,10,181,3,240,56,95,86
