precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
13,CLUJ,"ŞCOALA GEN. SĂLIŞCA",397,CÂŢCĂU,57314,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:00:58",499,438,1,35,25,393,333,0,35,25,387,6,514,121,320,23,12,32
13,CLUJ,"SCOALA GIMNAZIALA CÎŢCĂU",395,CÂŢCĂU,57314,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:13:50",1219,1141,0,19,59,837,759,0,19,59,818,19,1272,435,626,79,89,24
13,CLUJ,"ŞCOAL GEN. MUNCEL",396,CÂŢCĂU,57314,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:25:50",171,152,0,7,12,107,88,0,7,12,107,0,183,76,82,11,12,2
