precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","FORȚA DREPTEI-voturi"
17,DOLJ,"ȘCOALA CĂCIULĂTEȘTI",334,DOBREŞTI,72098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:06:17",414,382,0,12,20,244,212,0,12,20,238,6,450,206,12,84,54,88
17,DOLJ,"ȘCOALA DOBREȘTI",333,DOBREŞTI,72098,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:17:08",317,293,0,7,17,209,185,0,7,17,194,8,355,153,41,38,104,11
17,DOLJ,"ȘCOALA MURTA",335,DOBREŞTI,72098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:30:30",656,607,0,23,26,433,384,0,23,26,408,25,700,267,35,184,180,9
17,DOLJ,"ȘCOALA TOCENI",336,DOBREŞTI,72098,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:23:11",478,445,0,12,21,332,299,0,12,21,294,22,500,184,18,54,193,29
