precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA NAȚIONAL CREȘTINĂ-voturi"
7,BOTOŞANI,CAMINCULTURALNICŞENI,324,NICŞENI,38456,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:01:31",750,724,0,9,17,420,394,0,9,17,395,25,800,380,29,182,167,17
7,BOTOŞANI,"ŞCOALA DACIA",325,NICŞENI,38456,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:05:17",137,132,0,5,0,78,73,0,5,0,69,9,200,122,9,33,22,5
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ”MIHAI CONSTANTINEANU” DOROBANȚI",326,NICŞENI,38456,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:53:34",1223,1204,2,9,8,677,659,1,9,8,641,36,1266,589,109,406,124,2
