precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA CREȘTIN DEMOCRATĂ DIN ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","BADEA CRISTIAN-MARCEL-voturi"
5,BIHOR,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”CLOPOȚEL” LIVADA",459,NOJORID,30149,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:59:38",1369,1301,3,43,22,822,777,2,21,22,767,24,1435,644,41,0,66,276,343,2,27,12
5,BIHOR,"SCOALA CU CLASELE I-IV APATEU , LOC. APATEU NR 41",456,NOJORID,30149,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:06:22",383,367,5,10,1,232,221,0,10,1,229,2,405,174,50,1,19,33,99,5,13,9
5,BIHOR,"ȘCOALA CU CL. I-IV CHIȘIRID, LOC CHIȘIRID NR 168",457,NOJORID,30149,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:17:18",250,232,0,17,1,129,111,0,17,1,123,6,255,126,11,3,23,33,44,2,3,4
5,BIHOR,"ȘCOALA CU CL.I-IV PĂUȘA , NR 37/B",460,NOJORID,30149,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:42:34",295,288,0,7,0,149,142,0,7,0,145,4,313,164,10,2,53,27,32,5,13,3
5,BIHOR,"ȘCOALA CU CL. I-IV ȘAUAIEU, LOC. ȘAUAIEU NR 101",461,NOJORID,30149,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:36:25",262,256,0,6,0,138,132,0,6,0,130,8,288,150,6,14,12,35,60,1,2,0
5,BIHOR,"ȘCOALA GIMNAZIALĂ ”DUMITRU RADU POPESCU”",454,NOJORID,30149,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:11:33",1320,1297,6,15,2,810,792,1,15,2,788,19,1432,625,94,6,65,135,388,31,32,37
5,BIHOR,"ȘCOALA GIMNAZIALĂ ”DUMITRU RADU POPESCU”",455,NOJORID,30149,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:15:56",1359,1339,0,18,2,800,782,0,16,2,776,24,1469,669,131,12,60,109,375,29,35,25
5,BIHOR,"ȘCOALA PRIMARĂ NR.1",458,NOJORID,30149,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:14:39",778,763,0,15,0,388,373,0,15,0,369,19,833,445,79,10,78,50,126,6,14,6
