precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi"
36,TELEORMAN,"CENTRUL DE ÎNGRIJIRE DE ZI PENTRU COPIII ÎN SITUAȚII DE RISC ÎN COMUNA DOBROTEȘTI",157,DOBROTEŞTI,152760,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:29:12",1232,1207,0,7,18,626,601,0,7,18,605,21,1320,694,447,31,65,62
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR.1",156,DOBROTEŞTI,152760,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:54:23",1287,1237,0,26,24,726,676,0,26,24,696,21,1356,639,543,37,55,61
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NR. 2",158,DOBROTEŞTI,152760,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:23:13",897,849,0,19,29,545,497,0,19,29,528,17,960,415,429,19,49,31
