precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FORȚA DREPTEI-voturi"
32,"SATU MARE","CAMINUL CULTURAL VALEA VINULUI",325,"VALEA VINULUI",139287,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:34:43",626,595,1,5,25,407,377,0,5,25,394,13,650,243,179,41,99,51,24
32,"SATU MARE","SCOALA CU CLASELE I-IV MARIUS",326,"VALEA VINULUI",139287,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 00:36:15",189,169,0,13,7,117,97,0,13,7,112,5,204,87,59,16,24,12,1
32,"SATU MARE","SCOALA CU CLASELE I-IV ROSIORI",327,"VALEA VINULUI",139287,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:37:46",323,307,1,8,7,193,177,1,8,7,180,13,350,157,37,50,45,38,10
32,"SATU MARE","SCOALA CU CLASELE I-IV SII",328,"VALEA VINULUI",139287,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:29:28",458,444,0,9,5,201,187,0,9,5,185,16,500,299,108,23,21,29,4
