precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"LEONTE DUMITRU-SORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","SANDU ION-PARTIDUL SOCIAL DEMOCRAT-voturi","MILITARU FLORINEL-BLOCUL SUVERANIST ROMÂN-voturi"
40,VÂLCEA,"CĂMINUL CULTURAL MLĂCENI",332,PERIŞANI,172153,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:22:41",420,406,0,10,4,282,268,0,10,4,273,9,450,168,187,86,0
40,VÂLCEA,"CĂMINUL CULTURAL PERIŞANI",331,PERIŞANI,172153,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:09:07",452,435,0,8,9,337,320,0,8,9,327,10,490,153,211,114,2
40,VÂLCEA,"CĂMINUL CULTURAL SPINU",335,PERIŞANI,172153,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:04:23",287,280,0,6,1,208,201,0,6,1,199,9,310,102,154,42,3
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII POIANA",334,PERIŞANI,172153,3,PART,PRCNCT,P,P_SV,"2024-06-10 08:35:27",492,474,0,9,9,352,334,0,9,9,330,13,530,178,190,140,0
40,VÂLCEA,"ŞCOALA PODENI",333,PERIŞANI,172153,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:21:43",51,36,0,11,4,51,36,0,11,4,50,1,60,9,45,5,0
